"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-10-02,0.374,0.37,0.057,0.084,0.041,NA,0.074,0.311,0.362,0.071,0.119,0.055,NA,0.082,0.433,0.377,0.043,0.052,0.028,NA,0.067,0.395,0.269,0.093,0.109,0.109,NA,0.025,0.405,0.348,0.053,0.084,0.016,NA,0.094,0.349,0.441,0.036,0.06,0.024,NA,0.09,0.288,0.516,0.03,0.073,0,NA,0.093,0.362,0.309,0.097,0.053,0.063,NA,0.116,0.399,0.391,0.03,0.08,0.032,NA,0.068,0.343,0.413,0.052,0.137,0.027,NA,0.028,0.654,0.14,0.035,0.039,0.06,NA,0.072,0.035,0.79,0.048,0.083,0.024,NA,0.02,0.275,0.261,0,0.33,0,NA,0.134
2021-10-03,0.346,0.353,0.065,0.094,0.043,NA,0.099,0.313,0.341,0.07,0.157,0.03,NA,0.089,0.377,0.365,0.06,0.034,0.056,NA,0.108,0.351,0.205,0.126,0.164,0.097,NA,0.057,0.365,0.337,0.055,0.053,0.032,NA,0.158,0.337,0.476,0.025,0.063,0.014,NA,0.085,0.294,0.519,0.025,0.107,0.007,NA,0.048,0.338,0.311,0.091,0.051,0.049,NA,0.16,0.353,0.327,0.059,0.122,0.047,NA,0.092,0.342,0.465,0.037,0.105,0.027,NA,0.024,0.653,0.126,0.042,0.031,0.047,NA,0.101,0.041,0.793,0.042,0.069,0.025,NA,0.03,0.186,0.322,0,0.138,0.053,NA,0.301
2021-10-04,0.365,0.323,0.074,0.106,0.031,NA,0.101,0.361,0.319,0.052,0.168,0.017,NA,0.083,0.368,0.326,0.097,0.046,0.045,NA,0.118,0.34,0.17,0.13,0.209,0.047,NA,0.104,0.394,0.29,0.087,0.071,0.026,NA,0.132,0.323,0.488,0.029,0.038,0.032,NA,0.09,0.395,0.467,0,0.097,0.013,NA,0.028,0.428,0.294,0.074,0.059,0.028,NA,0.117,0.289,0.294,0.089,0.159,0.036,NA,0.133,0.415,0.414,0.048,0.076,0.028,NA,0.019,0.69,0.132,0.03,0.019,0.035,NA,0.094,0.07,0.75,0.055,0.101,0,NA,0.024,0,0.457,0.108,0.108,0.067,NA,0.26
2021-10-05,0.352,0.314,0.051,0.103,0.044,NA,0.136,0.372,0.274,0.038,0.165,0.028,NA,0.123,0.332,0.355,0.063,0.039,0.061,NA,0.15,0.35,0.131,0.117,0.205,0.05,NA,0.147,0.357,0.274,0.043,0.079,0.04,NA,0.207,0.319,0.486,0.012,0.033,0.061,NA,0.089,0.394,0.516,0,0.071,0.019,NA,0,0.47,0.273,0,0.045,0.04,NA,0.172,0.257,0.267,0.095,0.161,0.057,NA,0.163,0.368,0.458,0.038,0.073,0.025,NA,0.038,0.716,0.146,0.003,0,0.055,NA,0.08,0.068,0.737,0.03,0.117,0.015,NA,0.033,0,0.491,0.189,0,0.085,NA,0.235
2021-10-06,0.368,0.295,0.081,0.061,0.05,NA,0.145,0.413,0.251,0.066,0.08,0.046,NA,0.144,0.326,0.336,0.095,0.043,0.054,NA,0.146,0.288,0.238,0.185,0.069,0.069,NA,0.151,0.399,0.222,0.047,0.091,0.031,NA,0.21,0.358,0.456,0.014,0.031,0.081,NA,0.06,0.442,0.36,0.084,0.01,0.02,NA,0.084,0.522,0.203,0.039,0.041,0.074,NA,0.121,0.285,0.293,0.126,0.065,0.033,NA,0.198,0.322,0.416,0.055,0.078,0.049,NA,0.08,0.682,0.147,0.007,0.004,0.042,NA,0.118,0.063,0.702,0.062,0.11,0.037,NA,0.026,0,0.316,0.525,0,0.159,NA,0
2021-10-07,0.359,0.358,0.054,0.049,0.045,NA,0.135,0.411,0.277,0.041,0.08,0.042,NA,0.149,0.309,0.437,0.067,0.019,0.048,NA,0.12,0.331,0.252,0.101,0.086,0.059,NA,0.171,0.427,0.307,0.025,0.041,0.037,NA,0.163,0.375,0.422,0.049,0.035,0.033,NA,0.086,0.21,0.606,0.049,0.018,0.058,NA,0.059,0.441,0.321,0.035,0.024,0.059,NA,0.12,0.328,0.348,0.076,0.038,0.032,NA,0.178,0.302,0.429,0.04,0.105,0.051,NA,0.073,0.68,0.178,0.014,0.003,0.038,NA,0.087,0.06,0.76,0.036,0.06,0.03,NA,0.054,0.168,0.137,0.442,0.076,0.149,NA,0.028
2021-10-08,0.362,0.357,0.048,0.078,0.029,NA,0.126,0.392,0.299,0.027,0.125,0.027,NA,0.13,0.335,0.41,0.068,0.034,0.031,NA,0.122,0.305,0.247,0.092,0.153,0.041,NA,0.162,0.428,0.309,0.027,0.069,0.023,NA,0.144,0.383,0.445,0.032,0.039,0.017,NA,0.084,0.271,0.569,0.043,0.011,0.037,NA,0.069,0.425,0.341,0.026,0.046,0.04,NA,0.122,0.335,0.332,0.051,0.096,0.02,NA,0.166,0.326,0.425,0.075,0.088,0.031,NA,0.055,0.651,0.182,0.01,0.022,0.026,NA,0.109,0.079,0.69,0.029,0.124,0.011,NA,0.067,0.166,0.148,0.426,0.084,0.146,NA,0.03
2021-10-09,0.37,0.342,0.036,0.103,0.021,NA,0.128,0.363,0.291,0.036,0.182,0.011,NA,0.117,0.377,0.391,0.035,0.029,0.03,NA,0.138,0.367,0.193,0.051,0.205,0.031,NA,0.153,0.384,0.332,0.029,0.078,0.015,NA,0.162,0.413,0.41,0.042,0.052,0.013,NA,0.07,0.28,0.573,0.016,0.034,0.029,NA,0.068,0.368,0.339,0.01,0.084,0.038,NA,0.161,0.363,0.311,0.037,0.14,0.012,NA,0.137,0.389,0.406,0.072,0.06,0.012,NA,0.061,0.665,0.175,0.011,0.052,0.016,NA,0.081,0.086,0.68,0.014,0.128,0,NA,0.092,0.407,0.099,0.199,0.092,0,NA,0.203
2021-10-10,0.363,0.361,0.052,0.095,0.016,NA,0.113,0.362,0.338,0.063,0.162,0.01,NA,0.065,0.364,0.382,0.042,0.033,0.022,NA,0.157,0.341,0.29,0.084,0.157,0.032,NA,0.096,0.38,0.307,0.059,0.083,0.013,NA,0.158,0.381,0.443,0.017,0.08,0.013,NA,0.066,0.337,0.52,0.022,0.031,0,NA,0.09,0.334,0.388,0.018,0.07,0.027,NA,0.163,0.376,0.315,0.061,0.132,0.014,NA,0.102,0.38,0.407,0.083,0.062,0.005,NA,0.063,0.653,0.171,0.029,0.055,0.006,NA,0.086,0.069,0.714,0.017,0.137,0,NA,0.063,0.518,0.038,0.156,0.051,0,NA,0.237
2021-10-11,0.383,0.376,0.045,0.073,0.023,0,0.1,0.387,0.363,0.068,0.116,0.024,0,0.042,0.38,0.387,0.023,0.032,0.022,0,0.156,0.373,0.367,0.066,0.1,0.038,0,0.056,0.412,0.305,0.059,0.054,0.015,0,0.155,0.338,0.481,0.016,0.06,0.035,0,0.07,0.393,0.424,0.01,0.084,0,0,0.089,0.421,0.308,0.023,0.047,0.043,0,0.158,0.35,0.419,0.067,0.069,0.015,0,0.08,0.391,0.39,0.036,0.116,0.01,0,0.057,0.675,0.185,0.035,0.05,0.005,0,0.05,0.084,0.766,0.013,0.09,0,0,0.047,0.441,0.178,0.076,0.044,0.03,0,0.231
2021-10-12,0.369,0.393,0.041,0.063,0.029,0.005,0.1,0.391,0.407,0.029,0.074,0.04,0,0.059,0.348,0.38,0.052,0.054,0.018,0.009,0.139,0.307,0.372,0.057,0.077,0.057,0,0.13,0.428,0.341,0.06,0.071,0,0.012,0.088,0.33,0.467,0,0.05,0.065,0,0.088,0.389,0.461,0.023,0.037,0,0,0.09,0.46,0.343,0.024,0.024,0.047,0,0.102,0.314,0.394,0.061,0.058,0.03,0.01,0.133,0.347,0.46,0.027,0.127,0.004,0,0.035,0.663,0.181,0.045,0.022,0.016,0,0.073,0.103,0.719,0.005,0.084,0.02,0,0.069,0.12,0.349,0,0.223,0.308,0,0
2021-10-13,0.355,0.381,0.028,0.073,0.043,0.006,0.114,0.357,0.42,0.007,0.081,0.061,0,0.074,0.352,0.346,0.047,0.065,0.028,0.012,0.15,0.267,0.313,0.043,0.107,0.086,0,0.184,0.42,0.363,0.032,0.078,0,0.017,0.09,0.316,0.471,0,0.039,0.095,0,0.079,0.407,0.426,0.028,0.045,0,0,0.094,0.494,0.278,0,0.042,0.077,0,0.109,0.267,0.412,0.05,0.059,0.041,0.015,0.156,0.329,0.461,0.023,0.139,0.005,0,0.043,0.653,0.193,0.023,0.026,0.024,0,0.081,0.125,0.67,0.006,0.081,0.027,0,0.091,0,0.384,0,0.244,0.372,0,0
2021-10-14,0.312,0.399,0.033,0.06,0.055,0.006,0.135,0.327,0.417,0.012,0.091,0.052,0,0.101,0.299,0.382,0.052,0.03,0.058,0.012,0.167,0.28,0.259,0.038,0.097,0.134,0,0.192,0.319,0.39,0.034,0.057,0.023,0.014,0.163,0.32,0.51,0.025,0.048,0.043,0.006,0.048,0.347,0.544,0.028,0.008,0,0,0.073,0.22,0.427,0.015,0.069,0.069,0,0.2,0.372,0.319,0.046,0.042,0.074,0.012,0.135,0.332,0.509,0.033,0.079,0,0.005,0.042,0.599,0.159,0.022,0.018,0.054,0,0.148,0.064,0.753,0.009,0.033,0.044,0.003,0.094,0.018,0.304,0.101,0.186,0.209,0,0.182
2021-10-15,0.296,0.394,0.02,0.092,0.032,0.018,0.148,0.298,0.375,0.023,0.182,0.022,0,0.1,0.294,0.412,0.018,0.007,0.041,0.035,0.193,0.246,0.289,0,0.217,0.079,0.045,0.124,0.291,0.371,0.03,0.052,0.023,0.012,0.221,0.272,0.519,0.044,0.049,0.005,0.007,0.104,0.444,0.478,0,0.018,0,0,0.06,0.226,0.354,0.018,0.071,0.026,0.038,0.267,0.344,0.335,0.023,0.123,0.05,0.01,0.115,0.307,0.56,0.019,0.065,0.004,0.006,0.039,0.566,0.144,0.01,0.033,0.043,0,0.204,0.024,0.792,0.004,0.1,0.027,0.017,0.036,0.05,0.56,0.128,0.031,0.023,0,0.208
2021-10-16,0.326,0.394,0.023,0.083,0.038,0.012,0.124,0.325,0.373,0.026,0.142,0.04,0,0.094,0.327,0.414,0.02,0.027,0.036,0.024,0.152,0.312,0.291,0.023,0.187,0.069,0.031,0.087,0.336,0.363,0.025,0.052,0.027,0.008,0.189,0.262,0.512,0.037,0.054,0.023,0.004,0.108,0.417,0.495,0,0.018,0.029,0,0.041,0.337,0.314,0.013,0.064,0.028,0.026,0.218,0.334,0.378,0.015,0.108,0.054,0.007,0.104,0.296,0.53,0.052,0.064,0.021,0.004,0.033,0.611,0.134,0.012,0.031,0.061,0,0.151,0.037,0.805,0.005,0.09,0.019,0.011,0.033,0.077,0.545,0.102,0.047,0.041,0,0.188
2021-10-17,0.364,0.358,0.023,0.104,0.021,0.013,0.117,0.351,0.341,0.027,0.159,0.034,0,0.088,0.377,0.375,0.018,0.05,0.009,0.026,0.145,0.375,0.239,0.025,0.231,0.013,0.039,0.078,0.394,0.35,0.026,0.071,0.015,0.009,0.135,0.264,0.437,0.024,0.066,0.032,0,0.177,0.41,0.474,0.006,0.026,0.035,0,0.049,0.508,0.187,0,0.039,0.014,0.032,0.22,0.301,0.4,0.019,0.157,0.024,0.008,0.091,0.299,0.496,0.057,0.089,0.024,0,0.035,0.681,0.122,0.014,0.03,0.039,0,0.114,0.045,0.766,0.003,0.146,0,0.01,0.03,0.238,0.541,0.031,0.121,0.043,0,0.026
