"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-09-22,0.379,0.326,0.071,0.09,0.03,NA,0.104,0.336,0.336,0.08,0.107,0.038,NA,0.103,0.421,0.316,0.062,0.073,0.022,NA,0.106,0.325,0.23,0.12,0.148,0.04,NA,0.137,0.411,0.309,0.074,0.069,0.028,NA,0.109,0.447,0.391,0.025,0.016,0.04,NA,0.081,0.304,0.472,0.029,0.134,0,NA,0.061,0.376,0.337,0.049,0.061,0.027,NA,0.15,0.42,0.258,0.077,0.1,0.046,NA,0.099,0.306,0.439,0.091,0.111,0.003,NA,0.05,0.651,0.127,0.054,0.027,0.023,NA,0.118,0.027,0.789,0.074,0.1,0.007,NA,0.003,0,0.394,0.088,0.246,0.08,NA,0.192
2021-09-23,0.393,0.35,0.046,0.098,0.028,NA,0.085,0.334,0.377,0.068,0.103,0.033,NA,0.085,0.45,0.325,0.024,0.093,0.022,NA,0.086,0.359,0.27,0.067,0.184,0,NA,0.12,0.433,0.346,0.059,0.071,0.028,NA,0.063,0.383,0.399,0.019,0.034,0.07,NA,0.095,0.365,0.447,0.009,0.095,0.018,NA,0.066,0.428,0.325,0.014,0.074,0.038,NA,0.121,0.394,0.319,0.058,0.114,0.027,NA,0.088,0.341,0.445,0.067,0.1,0.015,NA,0.032,0.68,0.109,0.045,0.018,0.036,NA,0.112,0.071,0.803,0.031,0.084,0.011,NA,0,0,0.647,0.085,0.182,0.086,NA,0
2021-09-24,0.387,0.368,0.059,0.093,0.036,NA,0.057,0.308,0.394,0.083,0.127,0.043,NA,0.045,0.461,0.344,0.036,0.062,0.03,NA,0.067,0.395,0.257,0.088,0.177,0.009,NA,0.074,0.394,0.389,0.062,0.07,0.033,NA,0.052,0.345,0.437,0.05,0.063,0.062,NA,0.043,0.412,0.435,0.005,0.031,0.062,NA,0.055,0.426,0.331,0.059,0.059,0.046,NA,0.079,0.393,0.344,0.052,0.125,0.031,NA,0.055,0.32,0.468,0.071,0.081,0.032,NA,0.028,0.656,0.128,0.072,0.018,0.035,NA,0.091,0.112,0.747,0.025,0.107,0.003,NA,0.006,0.085,0.628,0.051,0.094,0.142,NA,0
2021-09-25,0.363,0.369,0.055,0.089,0.047,NA,0.077,0.287,0.413,0.063,0.134,0.045,NA,0.058,0.434,0.328,0.048,0.046,0.049,NA,0.095,0.34,0.273,0.085,0.17,0.038,NA,0.094,0.397,0.353,0.053,0.065,0.049,NA,0.083,0.32,0.429,0.058,0.081,0.047,NA,0.065,0.377,0.509,0,0.008,0.059,NA,0.047,0.439,0.307,0.06,0.043,0.065,NA,0.086,0.352,0.358,0.046,0.116,0.039,NA,0.089,0.276,0.477,0.064,0.103,0.037,NA,0.043,0.613,0.148,0.075,0.035,0.045,NA,0.084,0.127,0.736,0.009,0.091,0.01,NA,0.027,0.082,0.612,0,0.017,0.218,NA,0.071
2021-09-26,0.335,0.373,0.048,0.092,0.056,NA,0.096,0.233,0.44,0.055,0.147,0.041,NA,0.084,0.429,0.312,0.041,0.042,0.069,NA,0.107,0.318,0.283,0.049,0.152,0.084,NA,0.114,0.353,0.331,0.051,0.08,0.053,NA,0.132,0.311,0.47,0.074,0.076,0.026,NA,0.043,0.358,0.516,0,0.032,0.049,NA,0.045,0.393,0.305,0.074,0.048,0.064,NA,0.116,0.327,0.368,0.02,0.114,0.066,NA,0.105,0.271,0.476,0.063,0.114,0.025,NA,0.051,0.572,0.151,0.066,0.056,0.051,NA,0.104,0.135,0.711,0.008,0.112,0.008,NA,0.026,0.083,0.593,0,0.119,0.157,NA,0.048
2021-09-27,0.296,0.384,0.05,0.095,0.045,NA,0.13,0.193,0.432,0.063,0.148,0.034,NA,0.13,0.398,0.337,0.036,0.042,0.056,NA,0.131,0.274,0.294,0.056,0.168,0.07,NA,0.138,0.293,0.322,0.053,0.075,0.061,NA,0.196,0.355,0.471,0.047,0.069,0.007,NA,0.051,0.264,0.593,0.033,0.044,0.008,NA,0.058,0.312,0.366,0.03,0.026,0.068,NA,0.198,0.295,0.333,0.061,0.138,0.05,NA,0.123,0.277,0.503,0.056,0.108,0.005,NA,0.051,0.544,0.169,0.062,0.05,0.042,NA,0.133,0.067,0.781,0.006,0.104,0.008,NA,0.034,0.18,0.444,0,0.241,0.09,NA,0.045
2021-09-28,0.306,0.417,0.047,0.099,0.025,NA,0.106,0.202,0.457,0.056,0.163,0.023,NA,0.099,0.405,0.379,0.038,0.038,0.027,NA,0.113,0.328,0.231,0.073,0.194,0.05,NA,0.124,0.301,0.419,0.042,0.069,0.029,NA,0.14,0.359,0.526,0.02,0.052,0,NA,0.043,0.203,0.609,0.049,0.062,0,NA,0.077,0.323,0.465,0.019,0.019,0.035,NA,0.139,0.297,0.349,0.054,0.152,0.031,NA,0.117,0.3,0.479,0.071,0.106,0,NA,0.044,0.605,0.175,0.062,0.018,0.017,NA,0.123,0.063,0.794,0.008,0.128,0,NA,0.007,0.238,0.478,0,0.284,0,NA,0
2021-09-29,0.348,0.392,0.06,0.07,0.041,NA,0.089,0.271,0.411,0.081,0.121,0.042,NA,0.074,0.421,0.374,0.04,0.022,0.04,NA,0.103,0.442,0.169,0.094,0.139,0.04,NA,0.116,0.349,0.433,0.052,0.049,0.048,NA,0.069,0.33,0.458,0.044,0.057,0.053,NA,0.058,0.204,0.584,0.042,0.022,0.006,NA,0.142,0.373,0.378,0.039,0,0.079,NA,0.131,0.381,0.326,0.074,0.109,0.024,NA,0.086,0.259,0.526,0.061,0.086,0.025,NA,0.043,0.649,0.172,0.062,0,0.028,NA,0.089,0.03,0.814,0.009,0.111,0.023,NA,0.013,0.236,0.354,0,0.31,0.028,NA,0.072
2021-09-30,0.395,0.366,0.034,0.081,0.058,NA,0.066,0.335,0.365,0.047,0.119,0.078,NA,0.056,0.45,0.367,0.023,0.046,0.04,NA,0.074,0.506,0.173,0.033,0.139,0.105,NA,0.044,0.421,0.397,0.039,0.095,0.03,NA,0.018,0.299,0.447,0.045,0.022,0.085,NA,0.102,0.258,0.523,0.007,0.025,0.007,NA,0.18,0.42,0.304,0.038,0.02,0.087,NA,0.131,0.433,0.393,0.015,0.08,0.044,NA,0.035,0.292,0.398,0.064,0.165,0.045,NA,0.036,0.695,0.155,0.014,0.016,0.069,NA,0.051,0.023,0.77,0.027,0.14,0.027,NA,0.013,0,0.472,0,0.331,0.053,NA,0.144
2021-10-01,0.381,0.36,0.042,0.068,0.061,NA,0.088,0.328,0.344,0.071,0.09,0.079,NA,0.088,0.428,0.375,0.015,0.048,0.045,NA,0.089,0.481,0.213,0.07,0.064,0.138,NA,0.034,0.383,0.369,0.03,0.086,0.03,NA,0.102,0.323,0.434,0.033,0.055,0.055,NA,0.1,0.264,0.51,0.034,0.047,0.005,NA,0.14,0.363,0.276,0.058,0.036,0.09,NA,0.177,0.458,0.366,0.026,0.05,0.052,NA,0.048,0.262,0.464,0.048,0.147,0.038,NA,0.041,0.661,0.142,0.021,0.026,0.075,NA,0.075,0.033,0.795,0.03,0.079,0.037,NA,0.026,0.239,0.295,0,0.32,0.041,NA,0.105
