"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Javier Milei",0.418,0.466,0.372,0.364,0.441,0.358,0.506,0.364,0.466,0.406,0.389,0.663,0.166,0.24,0.67,0,0,0
"Los gobernadores",0.475,0.475,0.474,0.636,0.438,0.51,0.355,0.536,0.39,0.529,0.459,0.249,0.789,0.68,0.223,0,0,0
"No sabe",0.107,0.059,0.154,0,0.121,0.132,0.139,0.1,0.144,0.065,0.152,0.088,0.045,0.08,0.107,0,0,0
