"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Alberto Fernández",0.343,0.337,0.348,0.402,0.269,0.272,0.514,0.327,0.462,0.143,0.423,0.419,0.04,0.46,0.194,0,0,0
"El actual gobierno de Javier Milei",0.63,0.629,0.631,0.571,0.716,0.671,0.471,0.666,0.514,0.799,0.564,0.581,0.908,0.51,0.806,0,0,0
"No sabe",0.027,0.034,0.021,0.027,0.015,0.057,0.015,0.007,0.024,0.058,0.013,0,0.052,0.03,0,0,0,0
