"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Wado de Pedro a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.287,0.251,0.323,0.241,0.26,0.43,0.24,0.248,0.313,0.291,0.252,0.274,0.326,0.523,0.054,0.505
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.307,0.35,0.265,0.298,0.26,0.304,0.468,0.317,0.28,0.344,0.341,0.164,0.331,0.116,0.672,0.172
"Javier Milei a presidente, Carolina Piparo a gobernadora y Martín Urionagüena a intendente por la Libertad Avanza",0.165,0.2,0.131,0.302,0.139,0.071,0.122,0.142,0.199,0.132,0.096,0.349,0.158,0.095,0.209,0.027
"A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.071,0.072,0.07,0.011,0.132,0.047,0.043,0.047,0.068,0.11,0.094,0.019,0.07,0.088,0.014,0.046
"En blanco",0.068,0.063,0.073,0.102,0.077,0.037,0.019,0.093,0.063,0.042,0.092,0.045,0.054,0.055,0.015,0.1
"No sabe",0.102,0.064,0.138,0.046,0.132,0.111,0.108,0.153,0.077,0.081,0.125,0.149,0.061,0.123,0.036,0.15
