"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Si",0.39,0.429,0.354,0.334,0.386,0.528,0.311,0.351,0.438,0.351,0.382,0.558,0.331,0.442,0.384,0.312
"No",0.61,0.571,0.646,0.666,0.614,0.472,0.689,0.649,0.562,0.649,0.618,0.442,0.669,0.558,0.616,0.688
