"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.319,0.049,0.048,0.036,0.048
"P06","Casi siempre",0.327,0.602,0.258,0.057,0
"P06","Casi nunca",0.187,0.205,0.429,0.172,0.33
"P06","Nunca, pero esta es una excepción",0.167,0.144,0.265,0.735,0.622
"P08","Wado de Pedro a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.257,0.258,0.194,0.113,0.109
"P08","Daniel Scioli a presidente, Victoria Tolosa Paz a gobernadora y Julio Zamora a intendente por Unión por la Patria",0.153,0.155,0.157,0.039,0.256
"P08","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.227,0.238,0.236,0.097,0.173
"P08","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.091,0.114,0.095,0.095,0.028
"P08","Javier Milei a presidente, Carolina Piparo a gobernadora y Martín Urionagüena a intendente por la Libertad Avanza",0.163,0.085,0.183,0.201,0.271
"P08","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.028,0.073,0.013,0.002,0
"P08","En blanco",0.012,0.002,0.039,0.25,0.017
"P08","No sabe",0.069,0.075,0.083,0.203,0.146
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.316,0.298,0.244,0.216,0.367
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.304,0.318,0.355,0.237,0.157
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora y Martín Urionagüena a intendente por la Libertad Avanza",0.179,0.154,0.179,0.098,0.27
"P11","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.047,0.12,0.071,0.029,0
"P11","En blanco",0.065,0.009,0.079,0.236,0.018
"P11","No sabe",0.089,0.101,0.072,0.184,0.188
"P14","Si",0.599,0.395,0.149,0.152,0.373
"P14","No",0.401,0.605,0.851,0.848,0.627
