"var","categoria","Si","No"
"P05","Mucho",0.534,0.229
"P05","Bastante",0.318,0.312
"P05","Poco",0.069,0.25
"P05","Nada",0.049,0.176
"P05","No sabe",0.03,0.033
"P06","Siempre",0.24,0.075
"P06","Casi siempre",0.467,0.296
"P06","Casi nunca",0.155,0.273
"P06","Nunca, pero esta es una excepción",0.138,0.356
"P08","Wado de Pedro a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.164,0.243
"P08","Daniel Scioli a presidente, Victoria Tolosa Paz a gobernadora y Julio Zamora a intendente por Unión por la Patria",0.208,0.121
"P08","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.225,0.2
"P08","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.105,0.103
"P08","Javier Milei a presidente, Carolina Piparo a gobernadora y Martín Urionagüena a intendente por la Libertad Avanza",0.128,0.166
"P08","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.037,0.041
"P08","En blanco",0.004,0.067
"P08","No sabe",0.129,0.059
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.263,0.287
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.315,0.286
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora y Martín Urionagüena a intendente por la Libertad Avanza",0.176,0.169
"P11","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.076,0.056
"P11","En blanco",0.034,0.105
"P11","No sabe",0.136,0.097
