"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.392,0.414,0.372,0.34,0.423,0.374,0.434,0.427,0.359,0.402,0.605,0.109,0.098
"Diego Santilli",0.217,0.208,0.225,0.208,0.193,0.232,0.276,0.213,0.217,0.223,0.094,0.57,0.187
"Facundo Manes",0.077,0.076,0.079,0.042,0.089,0.1,0.079,0.045,0.082,0.126,0.035,0.164,0.146
"Florencio Randazzo",0.042,0.043,0.042,0.012,0.05,0.073,0.033,0.039,0.043,0.047,0.039,0.015,0.159
"A los candidatos de la izquierda",0.026,0.02,0.031,0.02,0.038,0.022,0.01,0.025,0.024,0.032,0.033,0.005,0.006
"Jose Luis Espert",0.075,0.118,0.035,0.129,0.067,0.043,0.039,0.065,0.088,0.062,0.03,0.064,0.244
"Otros candidatos",0.073,0.053,0.092,0.127,0.06,0.06,0.028,0.097,0.062,0.055,0.091,0.026,0.009
"Votaría en blanco o anularía",0.098,0.068,0.124,0.122,0.08,0.096,0.101,0.089,0.125,0.053,0.073,0.047,0.151
