"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.368,0.434,0.304,0.413,0.358,0.36,0.316,0.402,0.342,0.363,0.589,0.1,0.227
"Diego Santilli",0.202,0.169,0.235,0.089,0.173,0.242,0.443,0.205,0.194,0.218,0.052,0.554,0.096
"Facundo Manes",0.079,0.06,0.097,0.067,0.085,0.097,0.06,0.062,0.074,0.122,0.042,0.13,0.234
"Florencio Randazzo",0.054,0.043,0.066,0.025,0.08,0.07,0.017,0.075,0.051,0.026,0.056,0.044,0.128
"A la izquierda",0.018,0.024,0.011,0.011,0.023,0.02,0.013,0.014,0.009,0.044,0.015,0.007,0.07
"Jose Luis Espert",0.07,0.094,0.047,0.106,0.071,0.061,0.011,0.046,0.074,0.102,0.048,0.072,0.075
"Otros candidatos",0.086,0.057,0.113,0.136,0.078,0.053,0.059,0.05,0.131,0.046,0.076,0.064,0.079
"Votaría en blanco o anularía",0.123,0.119,0.127,0.153,0.132,0.097,0.081,0.146,0.125,0.079,0.122,0.029,0.091
