"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Bullrich","Milei","Bregman","Schiaretti"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.452,0.435,0.468,0.418,0.486,0.466,0.411,0.529,0.422,0.406,0.783,0.148,0.468,0.36,0.475,0.417,0.523,0.893,0.158,0.1,0.431,0.267
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.485,0.506,0.466,0.512,0.46,0.479,0.508,0.425,0.502,0.531,0.187,0.789,0.453,0.559,0.483,0.548,0.415,0.089,0.743,0.865,0.34,0.61
"En blanco",0.063,0.059,0.066,0.07,0.054,0.055,0.081,0.046,0.076,0.063,0.03,0.063,0.079,0.081,0.042,0.035,0.062,0.018,0.099,0.035,0.229,0.123
