"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Arabela Carreras",0.407,0.373,0.459,0,0.434,0.608,0.416,0.167,0.556,0.373,0.55,0.335,0.06,0.421,0.411,0,0,0
"El actual gobierno de Alberto Weretilneck",0.475,0.446,0.518,0.714,0.463,0.372,0.44,0.491,0.342,0.591,0.442,0.656,0.94,0.458,0.497,0,0,0
"No sabe",0.118,0.181,0.023,0.286,0.103,0.02,0.144,0.342,0.102,0.036,0.008,0.009,0,0.121,0.092,0,0,0
