"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Alberto Fernández",0.254,0.227,0.291,0,0.085,0.551,0.44,0.076,0.186,0.455,0.053,1,0.698,0.064,0.62,0,0,0
"El actual gobierno de Javier Milei",0.605,0.637,0.56,1,0.732,0.225,0.531,0.741,0.556,0.532,0.74,0,0.302,0.824,0.38,0,0,0
"No sabe",0.141,0.136,0.149,0,0.183,0.224,0.029,0.183,0.258,0.013,0.207,0,0,0.112,0,0,0,0
