"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Empleado sector publico",0.377,0.389,0.362,0.321,0.497,0.362,0.177,0.289,0.323,0.472,0.395,0.372,0.692,0.324,0.427,0,0,0
"Empleado sector privado",0.181,0.155,0.21,0.057,0.293,0.188,0.023,0.191,0.159,0.196,0.229,0.137,0.107,0.178,0.186,0,0,0
"Changas o trabajos eventuales",0.12,0.09,0.153,0.3,0.037,0.149,0.111,0.061,0.233,0.04,0.104,0.064,0,0.119,0.091,0,0,0
"Estudiante",0.023,0.042,0.002,0.141,0,0,0.01,0.105,0,0.005,0,0.01,0,0,0.053,0,0,0
"Amas de casa",0.053,0,0.114,0,0.053,0.027,0.136,0.033,0.1,0.018,0.07,0,0,0.105,0.019,0,0,0
"Profesional o independiente",0.089,0.119,0.055,0.063,0.066,0.094,0.156,0,0.06,0.162,0.06,0.204,0.018,0.079,0.108,0,0,0
"Comerciante, emprendedor o empresario",0.048,0.069,0.024,0,0.044,0.086,0.043,0.075,0.032,0.05,0.018,0.143,0.167,0.038,0.072,0,0,0
"Trabajador informal",0.022,0.038,0.005,0.1,0.005,0.007,0.017,0,0.044,0.012,0.005,0.011,0,0.043,0.009,0,0,0
"No tengo trabajo",0.087,0.098,0.075,0.018,0.005,0.087,0.327,0.246,0.049,0.045,0.119,0.059,0.016,0.114,0.035,0,0,0
