"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Si",0.722,0.839,0.565,0.612,0.734,0.856,0.601,0.422,0.752,0.851,0.653,0.849,0.462,0.602,0.854,0,0,0
"No",0.278,0.161,0.435,0.388,0.266,0.144,0.399,0.578,0.248,0.149,0.347,0.151,0.538,0.398,0.146,0,0,0
