"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Gobierno nacional",0.31,0.351,0.263,0.257,0.327,0.39,0.205,0.402,0.349,0.229,0.448,0.025,0.318,0.564,0.11,0,0,0
"Gobierno provincial",0.537,0.586,0.48,0.538,0.582,0.452,0.557,0.453,0.445,0.666,0.337,0.878,0.603,0.339,0.757,0,0,0
"No sabe",0.153,0.063,0.257,0.205,0.091,0.158,0.238,0.145,0.206,0.105,0.215,0.097,0.079,0.097,0.133,0,0,0
