"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.172,0.165,0.181,0.501,0.105,0.085,0.171,0.204,0.087,0.239,0.122,0.168,0.527,0.094,0.248,0,0,0
"De acuerdo",0.231,0.243,0.216,0.045,0.207,0.338,0.298,0.292,0.28,0.152,0.208,0.389,0.113,0.066,0.331,0,0,0
"Ni de acuerdo ni en desacuerdo",0.195,0.135,0.275,0.203,0.191,0.238,0.139,0.019,0.242,0.241,0.238,0.264,0.023,0.133,0.286,0,0,0
"En desacuerdo",0.281,0.3,0.254,0.229,0.289,0.263,0.331,0.354,0.283,0.24,0.256,0.179,0.305,0.511,0.106,0,0,0
"Muy en desacuerdo",0.115,0.151,0.067,0,0.208,0.069,0.055,0.131,0.108,0.113,0.17,0,0.032,0.188,0.025,0,0,0
"No sabe",0.006,0.006,0.007,0.022,0,0.007,0.006,0,0,0.015,0.006,0,0,0.008,0.004,0,0,0
