"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Al candidato del Frente de Todos",0.333,0.32,0.347,0.312,0.366,0.31,0.31,0.351,0.355,0.278,0.306,0.261,0.388,0.622,0.142,0.187
"Al candidato de Juntos por el Cambio",0.308,0.29,0.324,0.217,0.288,0.364,0.415,0.319,0.288,0.327,0.324,0.277,0.304,0.129,0.562,0.389
"Al candidato de los liberales - libertarios",0.178,0.23,0.128,0.315,0.165,0.14,0.065,0.16,0.165,0.22,0.168,0.181,0.185,0.098,0.189,0.14
"Al candidato de la Izquierda",0.031,0.029,0.032,0.041,0.037,0.014,0.024,0.042,0.023,0.03,0.019,0.093,0.017,0.015,0.01,0.162
"A otro candidato",0.046,0.042,0.05,0.032,0.051,0.061,0.027,0.034,0.056,0.043,0.058,0.072,0.025,0.043,0.021,0.082
"No sabe",0.104,0.089,0.119,0.083,0.093,0.111,0.159,0.094,0.113,0.102,0.125,0.116,0.081,0.093,0.076,0.04
