"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Los robos",0.256,0.277,0.236,0.345,0.217,0.216,0.318,0.233,0.262,0.272,0.221,0.365,0.247,0.229,0.267,0.25
"El narcotráfico",0.337,0.34,0.333,0.294,0.356,0.398,0.239,0.36,0.357,0.281,0.322,0.349,0.345,0.326,0.345,0.266
"La ausencia de patrulleros y personal policial",0.164,0.151,0.176,0.16,0.18,0.134,0.171,0.177,0.156,0.161,0.235,0.087,0.13,0.115,0.181,0.227
"Otro",0.148,0.146,0.15,0.134,0.14,0.169,0.153,0.119,0.131,0.204,0.139,0.143,0.157,0.174,0.135,0.158
"Ninguno",0.095,0.086,0.105,0.067,0.107,0.083,0.119,0.111,0.094,0.082,0.083,0.056,0.121,0.156,0.072,0.099
