"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.107,0.13,0.083,0.038,0.161,0.115,0.041,0.246,0.042,0.056,0.126,0.208,0.048,0.133,0.111,0
"A Sergio Massa",0.2,0.111,0.297,0.147,0.22,0.175,0.266,0.231,0.203,0.161,0.19,0.108,0.248,0.19,0.218,0.205
"A algún candidato del peronismo",0.539,0.647,0.42,0.815,0.453,0.513,0.406,0.428,0.56,0.629,0.562,0.45,0.557,0.318,0.648,0.795
"A Cristina Fernández de Kirchner",0.154,0.112,0.2,0,0.166,0.197,0.287,0.095,0.195,0.154,0.122,0.234,0.147,0.359,0.023,0
