"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Julio Zamora por el Frente de Todos",0.324,0.292,0.355,0.249,0.347,0.321,0.372,0.351,0.352,0.249,0.289,0.327,0.355,0.583,0.158,0.304
"A Segundo Cernadas por Cambiemos",0.315,0.292,0.338,0.224,0.289,0.401,0.382,0.33,0.284,0.349,0.344,0.285,0.299,0.149,0.524,0.418
"Al candidato de los liberales libertarios",0.165,0.209,0.122,0.328,0.136,0.126,0.078,0.082,0.188,0.217,0.186,0.167,0.145,0.071,0.195,0.059
"A Paula Akerfeld por el Frente de Izquierda",0.048,0.054,0.042,0.072,0.051,0.026,0.037,0.062,0.028,0.065,0.027,0.073,0.058,0.041,0.027,0.152
"No sabe",0.148,0.153,0.143,0.127,0.177,0.126,0.131,0.175,0.148,0.12,0.154,0.148,0.143,0.156,0.096,0.067
