"var","categoria","Si","No"
"P05","Mucho",0.534,0.443
"P05","Bastante",0.322,0.173
"P05","Poco",0.09,0.086
"P05","Nada",0.049,0.298
"P05","No sabe",0.005,0
"P06","Siempre",0.267,0.307
"P06","Casi siempre",0.389,0.22
"P06","Casi nunca",0.236,0.058
"P06","Nunca, pero esta es una excepción",0.108,0.415
"P09","Unión por la Patria",0.543,0.579
"P09","Juntos por el Cambio",0.288,0.345
"P09","De los Liberales libertarios",0.084,0
"P09","De la Izquierda",0.012,0.051
"P09","Hacemos por nuestro pais",0.005,0
"P09","Otro",0.014,0
"P09","En blanco",0.017,0.008
"P09","No sabe",0.037,0.017
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.219,0.355
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.065,0.144
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.179,0.125
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.027,0.231
"P10","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.258,0
"P10","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.081,0.039
"P10","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.104,0
"P10","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.01,0.056
"P10","En blanco",0.015,0.008
"P10","No sabe",0.042,0.042
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.416,0.135
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.221,0.29
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.153,0.042
"P13","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.032,0.008
"P13","En blanco",0.015,0.342
"P13","No sabe",0.163,0.183
"P16","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.366,0.174
"P16","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.266,0.055
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.159,0.316
"P16","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.026,0.239
"P16","En blanco",0.043,0.025
"P16","No sabe",0.14,0.191
"P19","Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.342,0.704
"P19","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.278,0.016
"P19","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.185,0
"P19","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.025,0.008
"P19","En blanco",0.023,0.064
"P19","No sabe",0.147,0.208
"P22","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.417,0.447
"P22","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.272,0.14
"P22","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.146,0.231
"P22","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.023,0.009
"P22","En blanco",0.042,0.008
"P22","No sabe",0.1,0.165
"P25","Lo votaría",0.357,0.424
"P25","Puede que lo vote",0.128,0.41
"P25","Nunca lo votaría",0.411,0.107
"P25","No sabe",0.104,0.059
"P26","Lo votaría",0.391,0.177
"P26","Puede que lo vote",0.102,0.532
"P26","Nunca lo votaría",0.396,0.193
"P26","No sabe",0.111,0.098
"P27","Lo votaría",0.192,0.049
"P27","Puede que lo vote",0.101,0.231
"P27","Nunca lo votaría",0.505,0.72
"P27","No sabe",0.202,0
"P28","Lo votaría",0.225,0.27
"P28","Puede que lo vote",0.16,0.231
"P28","Nunca lo votaría",0.505,0.483
"P28","No sabe",0.11,0.016
"P29","Lo votaría",0.121,0
"P29","Puede que lo vote",0.108,0.231
"P29","Nunca lo votaría",0.615,0.73
"P29","No sabe",0.156,0.039
