"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.383,0.335,0.399,0.125
"P05","Bastante",0.226,0.337,0.322,0.255
"P05","Poco",0.2,0.259,0.157,0.202
"P05","Nada",0.154,0.069,0.111,0.317
"P05","No sabe",0.037,0,0.011,0.101
"P06","Siempre",0.238,0.218,0.159,0.069
"P06","Casi siempre",0.338,0.335,0.288,0.164
"P06","Casi nunca",0.216,0.314,0.311,0.358
"P06","Nunca, pero esta es una excepción",0.208,0.133,0.242,0.409
"P09","Unión por la Patria",0.193,0.25,0.62,0.239
"P09","Juntos por el Cambio",0.531,0.503,0.092,0.118
"P09","De los Liberales libertarios",0.157,0.13,0.106,0.1
"P09","De la Izquierda",0.019,0.007,0.034,0.091
"P09","Hacemos por nuestro pais",0.01,0.008,0.003,0.009
"P09","Otro",0.009,0.059,0.001,0.093
"P09","En blanco",0.023,0.011,0.068,0.091
"P09","No sabe",0.058,0.032,0.076,0.259
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.019,0.218,0.262,0.195
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.007,0.003,0.064,0.079
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.009,0.035,0.303,0.096
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.041,0.012,0.056,0.02
"P10","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.398,0.39,0.056,0.046
"P10","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.281,0.126,0.032,0.053
"P10","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.094,0.181,0.09,0.202
"P10","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0,0,0.021,0.053
"P10","En blanco",0.069,0,0.053,0.026
"P10","No sabe",0.082,0.035,0.063,0.23
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.096,0.174,0.472,0.277
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.42,0.54,0.089,0.122
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.182,0.227,0.108,0.207
"P13","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.017,0.007,0.018,0.069
"P13","En blanco",0.091,0.006,0.084,0.026
"P13","No sabe",0.194,0.046,0.229,0.299
"P16","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.205,0.221,0.442,0.234
"P16","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.512,0.321,0.102,0.107
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.113,0.255,0.139,0.262
"P16","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.045,0.04,0.015,0.052
"P16","En blanco",0.038,0.039,0.094,0.026
"P16","No sabe",0.087,0.124,0.208,0.319
