"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Zabaleta","Delfino","De Francesco","Chayan","Arguello"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.301,0.255,0.343,0.217,0.327,0.343,0.34,0.297,0.303,0.302,0.582,0.084,0.333,0.461,0.121,0.253,0.182,0.231
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.222,0.24,0.205,0.202,0.197,0.257,0.267,0.261,0.17,0.272,0.061,0.526,0.144,0.171,0.493,0.238,0,0
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.171,0.246,0.102,0.231,0.22,0.111,0.031,0.113,0.232,0.134,0.093,0.215,0.12,0.11,0.196,0.107,0.384,0.67
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.029,0.041,0.018,0.039,0.029,0.025,0.017,0.022,0.022,0.056,0.024,0.01,0,0.022,0.012,0,0.245,0.099
"En blanco",0.059,0.052,0.065,0.095,0.033,0.035,0.081,0.077,0.039,0.071,0.051,0.022,0.08,0.049,0.033,0.014,0.189,0
"No sabe",0.218,0.166,0.267,0.216,0.194,0.229,0.264,0.23,0.234,0.165,0.189,0.143,0.323,0.187,0.145,0.388,0,0
