"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.32,0.11,0.067,0.108,0.049
"P06","Casi siempre",0.299,0.343,0.163,0.057,0.04
"P06","Casi nunca",0.242,0.37,0.511,0.264,0.311
"P06","Nunca, pero esta es una excepción",0.139,0.177,0.259,0.571,0.6
"P09","Unión por la Patria",0.554,0.367,0.221,0.071,0.053
"P09","Juntos por el Cambio",0.192,0.311,0.295,0.144,0.073
"P09","De los Liberales libertarios",0.115,0.107,0.148,0.146,0.027
"P09","De la Izquierda",0.016,0.037,0.039,0.108,0.042
"P09","Hacemos por nuestro pais",0.004,0.024,0.01,0.019,0
"P09","Otro",0.043,0.034,0.05,0.047,0.051
"P09","En blanco",0.033,0.027,0.042,0.14,0.168
"P09","No sabe",0.043,0.093,0.195,0.325,0.586
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.293,0.217,0.163,0.092,0.098
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.085,0.042,0.05,0.021,0.057
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.164,0.181,0.123,0.095,0
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.054,0.021,0.034,0.028,0.052
"P10","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.159,0.184,0.119,0.124,0.057
"P10","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.061,0.1,0.134,0.113,0.022
"P10","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.097,0.122,0.164,0.127,0.098
"P10","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.015,0.022,0.025,0.047,0.045
"P10","En blanco",0.019,0.021,0.029,0.099,0.109
"P10","No sabe",0.053,0.09,0.159,0.254,0.462
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.417,0.337,0.239,0.124,0.185
