"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.215,0.281,0.307,0.075,0.047
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.153,0.15,0.192,0.207,0.205
"P13","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.034,0.021,0.012,0.05,0.046
"P13","En blanco",0.043,0.019,0.042,0.128,0.248
"P13","No sabe",0.138,0.192,0.208,0.416,0.269
"P16","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.438,0.327,0.242,0.135,0.253
"P16","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.201,0.25,0.246,0.18,0
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.152,0.217,0.177,0.158,0.389
"P16","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.022,0.02,0.016,0.083,0
"P16","En blanco",0.064,0.019,0.064,0.137,0.073
"P16","No sabe",0.123,0.167,0.255,0.307,0.285
"P19","Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.437,0.392,0.218,0.141,0.041
"P19","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.17,0.285,0.291,0.182,0.147
"P19","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.178,0.212,0.241,0.148,0.25
"P19","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.029,0.014,0.015,0.044,0
"P19","En blanco",0.046,0.042,0.039,0.198,0.075
"P19","No sabe",0.14,0.055,0.196,0.287,0.487
"P22","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.421,0.435,0.225,0.143,0
"P22","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.217,0.294,0.36,0.158,0.197
"P22","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.152,0.203,0.177,0.167,0.064
"P22","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.021,0.006,0.011,0.055,0.089
"P22","En blanco",0.056,0.019,0.073,0.21,0.123
"P22","No sabe",0.133,0.043,0.154,0.267,0.527
"P25","Lo votaría",0.362,0.206,0.246,0.139,0.237
"P25","Puede que lo vote",0.208,0.174,0.253,0.098,0
"P25","Nunca lo votaría",0.325,0.44,0.302,0.44,0.13
"P25","No sabe",0.105,0.18,0.199,0.323,0.633
"P26","Lo votaría",0.38,0.295,0.271,0.087,0.036
"P26","Puede que lo vote",0.174,0.191,0.163,0.176,0.12
"P26","Nunca lo votaría",0.337,0.356,0.338,0.459,0.35
"P26","No sabe",0.109,0.158,0.228,0.278,0.494
"P27","Lo votaría",0.186,0.133,0.176,0.142,0.029
"P27","Puede que lo vote",0.067,0.178,0.18,0.028,0.136
"P27","Nunca lo votaría",0.594,0.477,0.37,0.49,0.211
"P27","No sabe",0.153,0.212,0.274,0.34,0.624
"P28","Lo votaría",0.207,0.14,0.192,0.184,0.213
"P28","Puede que lo vote",0.155,0.177,0.211,0.071,0
"P28","Nunca lo votaría",0.566,0.518,0.393,0.346,0.167
"P28","No sabe",0.072,0.165,0.204,0.399,0.62
"P29","Lo votaría",0.132,0.096,0.017,0.047,0
"P29","Puede que lo vote",0.069,0.144,0.192,0.067,0
"P29","Nunca lo votaría",0.662,0.594,0.449,0.434,0.13
"P29","No sabe",0.137,0.166,0.342,0.452,0.87
"P30","Si",0.906,0.937,0.894,0.566,1
"P30","No",0.094,0.063,0.106,0.434,0
