"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Zabaleta","Delfino","De Francesco","Chayan","Arguello"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.321,0.261,0.377,0.266,0.295,0.397,0.381,0.31,0.315,0.354,0.61,0.088,0.369,0.48,0.138,0.147,0.126,0
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.226,0.233,0.22,0.178,0.212,0.278,0.275,0.247,0.191,0.268,0.071,0.476,0.216,0.152,0.449,0.448,0.123,0.169
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.197,0.273,0.127,0.305,0.231,0.098,0.056,0.126,0.266,0.162,0.132,0.271,0.106,0.158,0.245,0.104,0.126,0.731
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.024,0.035,0.013,0.032,0.027,0.014,0.012,0.025,0.009,0.056,0.015,0.008,0.024,0.005,0.006,0.03,0.165,0.1
"En blanco",0.069,0.051,0.086,0.075,0.063,0.07,0.072,0.114,0.044,0.05,0.047,0.026,0.113,0.04,0.057,0.271,0.46,0
"No sabe",0.163,0.147,0.177,0.144,0.172,0.143,0.204,0.178,0.175,0.11,0.125,0.131,0.172,0.165,0.105,0,0,0
