"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.587,0.395,0.21,0.143
"P05","Bastante",0.179,0.399,0.283,0.161
"P05","Poco",0.083,0.145,0.299,0.179
"P05","Nada",0.132,0.05,0.152,0.39
"P05","No sabe",0.019,0.011,0.056,0.127
"P09","Unión por la Patria",0.451,0.433,0.293,0.201
"P09","Juntos por el Cambio",0.272,0.302,0.259,0.116
"P09","De los Liberales libertarios",0.12,0.107,0.103,0.151
"P09","De la Izquierda",0.03,0.031,0.028,0.081
"P09","Hacemos por nuestro pais",0.005,0,0.024,0.016
"P09","Otro",0.04,0.05,0.031,0.053
"P09","En blanco",0.027,0.036,0.061,0.093
"P09","No sabe",0.055,0.041,0.201,0.289
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.337,0.233,0.188,0.115
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.053,0.071,0.066,0.027
"P10","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.073,0.156,0.192,0.119
"P10","Juan Grabois a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.019,0.057,0.031,0.034
"P10","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.248,0.144,0.148,0.091
"P10","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.075,0.142,0.094,0.064
"P10","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.122,0.108,0.106,0.153
"P10","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.027,0.009,0.019,0.046
"P10","En blanco",0.023,0.009,0.042,0.07
"P10","No sabe",0.023,0.071,0.114,0.281
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.312,0.383,0.288,0.23
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.308,0.243,0.253,0.107
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.205,0.153,0.127,0.217
"P13","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.022,0.018,0.033,0.04
"P13","En blanco",0.011,0.024,0.055,0.128
"P13","No sabe",0.142,0.179,0.244,0.278
"P16","Sergio Massa a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.329,0.425,0.259,0.246
"P16","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.316,0.202,0.241,0.118
"P16","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.213,0.141,0.167,0.227
"P16","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.013,0.016,0.022,0.065
"P16","En blanco",0.03,0.046,0.086,0.08
"P16","No sabe",0.099,0.17,0.225,0.264
"P19","Sergio Massa a presidente, Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.358,0.378,0.329,0.226
"P19","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.275,0.265,0.229,0.145
"P19","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.234,0.139,0.208,0.219
"P19","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.016,0.017,0.02,0.041
"P19","En blanco",0.033,0.046,0.065,0.124
"P19","No sabe",0.084,0.155,0.149,0.245
"P22","Sergio Massa a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.346,0.42,0.316,0.248
"P22","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.356,0.284,0.271,0.137
"P22","Javier Milei a presidente, Carolina Piparo a gobernadora  y Rafael De Francesco a intendente por la Libertad Avanza",0.175,0.134,0.176,0.201
"P22","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.003,0.017,0.018,0.046
"P22","En blanco",0.04,0.04,0.091,0.116
"P22","No sabe",0.08,0.105,0.128,0.252
"P25","Lo votaría",0.321,0.296,0.227,0.202
"P25","Puede que lo vote",0.148,0.229,0.19,0.147
"P25","Nunca lo votaría",0.382,0.373,0.348,0.369
"P25","No sabe",0.149,0.102,0.235,0.282
"P26","Lo votaría",0.32,0.325,0.277,0.2
"P26","Puede que lo vote",0.207,0.169,0.152,0.189
"P26","Nunca lo votaría",0.422,0.376,0.348,0.324
"P26","No sabe",0.051,0.13,0.223,0.287
"P27","Lo votaría",0.313,0.094,0.17,0.11
"P27","Puede que lo vote",0.206,0.139,0.083,0.076
"P27","Nunca lo votaría",0.353,0.579,0.459,0.517
"P27","No sabe",0.128,0.188,0.288,0.297
"P28","Lo votaría",0.262,0.219,0.129,0.15
"P28","Puede que lo vote",0.204,0.184,0.159,0.082
