"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.328,0.131,0.086,0.167,0.139
"P06","Casi siempre",0.295,0.513,0.206,0.256,0.316
"P06","Casi nunca",0.229,0.22,0.502,0.374,0.252
"P06","Nunca, pero esta es una excepción",0.148,0.136,0.206,0.203,0.293
"P07","Tiene Decidido que va a ir a votar.",0.912,0.849,0.696,0.626,0.69
"P07","Tiene dudas sobre si va a ir a  votar",0.062,0.121,0.19,0.159,0.223
"P07","Tiene Decidido que no va a ir a votar",0.026,0.03,0.114,0.215,0.087
"P09","Unión por la Patria",0.369,0.395,0.239,0.139,0.077
"P09","Juntos por el Cambio",0.301,0.333,0.321,0.227,0.051
"P09","De los Liberales libertarios",0.235,0.126,0.153,0.189,0.402
"P09","De la Izquierda",0.017,0.037,0.014,0.072,0.067
"P09","Hacemos por nuestro país",0.011,0.004,0.018,0.084,0
"P09","Otro",0.048,0.064,0.098,0.173,0.097
"P09","En blanco",0.002,0.01,0.034,0.03,0
"P09","No sabe",0.017,0.031,0.123,0.086,0.306
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.225,0.266,0.127,0.091,0.306
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.036,0.029,0.09,0.046,0.072
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.15,0.149,0.155,0.157,0.202
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.189,0.123,0.179,0.224,0.132
"P12","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.123,0.192,0.14,0.142,0
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.209,0.119,0.155,0.176,0.13
"P12","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.014,0.026,0.029,0,0
"P12","Otros",0.045,0.04,0.057,0.069,0.108
"P12","No sabe",0.009,0.056,0.068,0.095,0.05
"P15","Totalmente seguro.",0.807,0.608,0.378,0.71,0.617
"P15","Bastante seguro",0.097,0.208,0.189,0.008,0.091
"P15","Algo seguro",0.047,0.06,0.184,0.092,0.076
"P15","Para nada seguro",0.049,0.124,0.249,0.19,0.216
"P17","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.181,0.157,0.222,0.024,0.512
"P17","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.144,0.158,0.075,0.228,0
"P17","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.282,0.236,0.277,0.392,0.208
"P17","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.097,0.202,0.083,0.04,0
"P17","Javier Milei a presidente, Carolina Piparo a gobernadora  por la Libertad Avanza",0.212,0.137,0.158,0.082,0.127
"P17","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.008,0.016,0.005,0.133,0.102
"P17","Otros",0.068,0.03,0.114,0,0
"P17","No sabe",0.008,0.064,0.066,0.101,0.051
"P20","Malena Galmarini a intendenta por Unión por la Patria",0.12,0.132,0.103,0.143,0
"P20","Julio Zamora a intendente por Unión por la Patria",0.416,0.505,0.391,0.505,0.8
"P20","Claudio Cufré a intendente por Juntos por el Cambio",0.129,0.077,0.06,0.011,0
"P20","Segundo Cernadas a intendente por Juntos por el Cambio",0.205,0.196,0.344,0.301,0
"P20","Claudio Baumgarten a intendente por la Libertad Avanza",0.09,0.027,0.007,0.04,0.068
"P20","Alguno de los candidatos a intendente de la Izquierda",0.01,0.004,0,0,0
"P20","Otros",0.005,0.028,0.021,0,0
"P20","No sabe",0.025,0.031,0.074,0,0.132
"P23","Totalmente seguro",0.784,0.622,0.353,0.537,0.747
"P23","Bastante seguro",0.101,0.24,0.307,0.306,0.073
"P23","Algo seguro",0.054,0.048,0.165,0,0
"P23","Para nada seguro",0.061,0.09,0.175,0.157,0.18
"P24","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.301,0.313,0.182,0.086,0.491
"P24","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.25,0.242,0.308,0.389,0.055
"P24","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.24,0.125,0.132,0.263,0.201
"P24","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.029,0.063,0.039,0.018,0
"P24","Otros",0.143,0.151,0.183,0.122,0.234
"P24","No sabe",0.037,0.106,0.156,0.122,0.019
"P27","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.31,0.337,0.192,0.195,0.498
"P27","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.232,0.246,0.311,0.423,0
"P27","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.232,0.113,0.189,0.213,0.209
"P27","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.027,0.05,0.028,0,0
"P27","Otros",0.145,0.175,0.129,0.105,0.277
"P27","No sabe",0.054,0.079,0.151,0.064,0.016
"P28","Lo votaría",0.29,0.329,0.084,0.207,0.471
"P28","Puede que lo vote",0.113,0.072,0.081,0.326,0.097
"P28","Nunca lo votaría",0.57,0.524,0.693,0.407,0.412
"P28","No sabe",0.027,0.075,0.142,0.06,0.02
"P29","Lo votaría",0.135,0.202,0.105,0.226,0
"P29","Puede que lo vote",0.125,0.103,0.056,0.137,0.096
"P29","Nunca lo votaría",0.681,0.61,0.749,0.584,0.454
"P29","No sabe",0.059,0.085,0.09,0.053,0.45
"P30","Lo votaría",0.162,0.253,0.143,0.217,0.559
"P30","Puede que lo vote",0.107,0.093,0.08,0.037,0
"P30","Nunca lo votaría",0.695,0.6,0.654,0.678,0.323
"P30","No sabe",0.036,0.054,0.123,0.068,0.118
"P31","Lo votaría",0.276,0.173,0.194,0.329,0
"P31","Puede que lo vote",0.155,0.229,0.264,0.125,0.138
"P31","Nunca lo votaría",0.559,0.564,0.373,0.491,0.843
"P31","No sabe",0.01,0.034,0.169,0.055,0.019
"P32","Lo votaría",0.24,0.218,0.323,0.287,0
"P32","Puede que lo vote",0.13,0.148,0.221,0.345,0.082
"P32","Nunca lo votaría",0.619,0.553,0.31,0.327,0.479
"P32","No sabe",0.011,0.081,0.146,0.041,0.439
"P33","Lo votaría",0.251,0.155,0.232,0.237,0.267
"P33","Puede que lo vote",0.075,0.135,0.164,0.161,0
"P33","Nunca lo votaría",0.649,0.605,0.533,0.558,0.202
"P33","No sabe",0.025,0.105,0.071,0.044,0.531
"P34","Si",0.46,0.341,0.282,0.198,0.349
"P34","No",0.54,0.659,0.718,0.802,0.651
"PRESIDENTE","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.267,0.286,0.156,0.008,0.469
"PRESIDENTE","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.125,0.122,0.124,0.28,0
"PRESIDENTE","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.202,0.141,0.219,0.235,0.174
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.104,0.212,0.125,0.148,0
"PRESIDENTE","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.229,0.111,0.223,0.16,0.241
"PRESIDENTE","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.016,0.033,0.004,0.053,0.091
"PRESIDENTE","Otros",0.051,0.036,0.084,0.062,0
"PRESIDENTE","No sabe",0.006,0.059,0.065,0.054,0.025
"INTENDENTE","Malena Galmarini a intendenta por Unión por la Patria",0.237,0.283,0.151,0.12,0
"INTENDENTE","Julio Zamora a intendente por Unión por la Patria",0.271,0.301,0.287,0.321,0.686
"INTENDENTE","Claudio Cufré a intendente por Juntos por el Cambio",0.123,0.061,0.056,0.064,0
"INTENDENTE","Segundo Cernadas a intendente por Juntos por el Cambio",0.172,0.203,0.325,0.291,0
"INTENDENTE","Claudio Baumgarten a intendente por la Libertad Avanza",0.157,0.055,0.087,0.125,0.207
"INTENDENTE","Alguno de los candidatos a intendente de la Izquierda",0.016,0.026,0,0,0
"INTENDENTE","Otros",0.006,0.033,0.024,0.066,0
"INTENDENTE","No sabe",0.018,0.038,0.07,0.013,0.107
"INTENDENTE_CORTA_1","Malena Galmarini a intendenta por Unión por la Patria",0.174,0.171,0.178,0.06,0.65
"INTENDENTE_CORTA_1","Julio Zamora a intendente por Unión por la Patria",0.064,0.053,0.079,0,0
"INTENDENTE_CORTA_1","Claudio Cufré a intendente por Juntos por el Cambio",0.3,0.258,0.301,0.542,0.182
"INTENDENTE_CORTA_1","Segundo Cernadas a intendente por Juntos por el Cambio",0.118,0.171,0.052,0.044,0
"INTENDENTE_CORTA_1","Claudio Baumgarten a intendente por la Libertad Avanza",0.217,0.23,0.16,0.211,0
"INTENDENTE_CORTA_1","Alguno de los candidatos a intendente de la Izquierda",0.006,0.008,0.089,0,0
"INTENDENTE_CORTA_1","Otros",0.108,0.042,0.069,0,0.168
"INTENDENTE_CORTA_1","No sabe",0.013,0.067,0.072,0.143,0
"INTENDENTE_CORTA_2","Malena Galmarini a intendenta por Unión por la Patria",0.093,0.13,0.038,0,0
"INTENDENTE_CORTA_2","Julio Zamora a intendente por Unión por la Patria",0.427,0.506,0.328,0.483,0.784
"INTENDENTE_CORTA_2","Claudio Cufré a intendente por Juntos por el Cambio",0.109,0.101,0.081,0,0
"INTENDENTE_CORTA_2","Segundo Cernadas a intendente por Juntos por el Cambio",0.264,0.202,0.473,0.456,0
"INTENDENTE_CORTA_2","Claudio Baumgarten a intendente por la Libertad Avanza",0.054,0.029,0.009,0.061,0.106
"INTENDENTE_CORTA_2","Alguno de los candidatos a intendente de la Izquierda",0.013,0.002,0,0,0
"INTENDENTE_CORTA_2","Otros",0.005,0.021,0,0,0
"INTENDENTE_CORTA_2","No sabe",0.035,0.009,0.071,0,0.11
