"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.439,0.487,0.126,0.509
"P12_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.195,0.042,0.011,0.007
"P12_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.173,0.304,0.119,0.054
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.027,0.052,0.237,0.102
"P12_imputada","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.079,0.038,0.197,0.021
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.079,0.02,0.263,0.087
"P12_imputada","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0,0.011,0.031,0.055
"P12_imputada","Otros",0.008,0.046,0.016,0.165
"PRESIDENTE_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.458,0.591,0.143,0.542
"PRESIDENTE_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.333,0.289,0.055,0.026
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.063,0.031,0.272,0.173
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.058,0.052,0.201,0.015
"PRESIDENTE_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.049,0.016,0.276,0.107
"PRESIDENTE_imputada","Alguno de los candidatos a presidente y gobernador de la Izquierda",0,0.009,0.031,0
"PRESIDENTE_imputada","Otros",0.039,0.012,0.022,0.137
"INTENDENTE_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.626,0.435,0.117,0.364
"INTENDENTE_imputada","Julio Zamora a intendente por Unión por la Patria",0.229,0.436,0.27,0.252
"INTENDENTE_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.048,0.057,0.092,0
"INTENDENTE_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.051,0.023,0.295,0.227
"INTENDENTE_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.033,0.029,0.194,0.02
"INTENDENTE_imputada","Alguno de los candidatos a intendente de la Izquierda",0.013,0,0.025,0
"INTENDENTE_imputada","Otros",0,0.02,0.007,0.137
"INTENDENTE_CORTA_1_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.291,0.48,0.11,0.362
"INTENDENTE_CORTA_1_imputada","Julio Zamora a intendente por Unión por la Patria",0.072,0.062,0.055,0
"INTENDENTE_CORTA_1_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.102,0.173,0.426,0.191
"INTENDENTE_CORTA_1_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.194,0.106,0.137,0.013
"INTENDENTE_CORTA_1_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.301,0.024,0.215,0.194
"INTENDENTE_CORTA_1_imputada","Alguno de los candidatos a intendente de la Izquierda",0,0.055,0.026,0.164
"INTENDENTE_CORTA_1_imputada","Otros",0.04,0.1,0.031,0.076
"INTENDENTE_CORTA_2_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.309,0.024,0.061,0
"INTENDENTE_CORTA_2_imputada","Julio Zamora a intendente por Unión por la Patria",0.284,0.666,0.456,0.464
"INTENDENTE_CORTA_2_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.214,0.141,0.068,0
"INTENDENTE_CORTA_2_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.018,0.086,0.371,0.503
"INTENDENTE_CORTA_2_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.102,0.083,0.034,0.02
"INTENDENTE_CORTA_2_imputada","Alguno de los candidatos a intendente de la Izquierda",0.073,0,0,0
"INTENDENTE_CORTA_2_imputada","Otros",0,0,0.01,0.013
