"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.233,0.222,0.176,0.329
"P12_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.015,0.042,0.058,0.083
"P12_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.176,0.164,0.163,0.107
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.203,0.166,0.185,0.111
"P12_imputada","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.16,0.173,0.161,0.093
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.142,0.163,0.178,0.211
"P12_imputada","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.005,0.021,0.034,0.005
"P12_imputada","Otros",0.066,0.049,0.045,0.061
"PRESIDENTE_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.249,0.269,0.202,0.351
"PRESIDENTE_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.145,0.174,0.075,0.164
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.219,0.201,0.193,0.15
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.154,0.143,0.163,0.084
"PRESIDENTE_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.163,0.149,0.244,0.221
"PRESIDENTE_imputada","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.008,0.032,0.029,0.004
"PRESIDENTE_imputada","Otros",0.062,0.032,0.094,0.026
"INTENDENTE_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.25,0.236,0.165,0.387
"INTENDENTE_imputada","Julio Zamora a intendente por Unión por la Patria",0.289,0.35,0.295,0.222
"INTENDENTE_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.119,0.09,0.069,0.073
"INTENDENTE_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.169,0.2,0.325,0.108
"INTENDENTE_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.143,0.079,0.097,0.188
"INTENDENTE_imputada","Alguno de los candidatos a intendente de la Izquierda",0,0.025,0.02,0.004
"INTENDENTE_imputada","Otros",0.03,0.02,0.029,0.018
"INTENDENTE_CORTA_1_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.12,0.18,0.212,0.242
"INTENDENTE_CORTA_1_imputada","Julio Zamora a intendente por Unión por la Patria",0.08,0.031,0.071,0.125
"INTENDENTE_CORTA_1_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.403,0.269,0.338,0.2
"INTENDENTE_CORTA_1_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.14,0.204,0.085,0.058
"INTENDENTE_CORTA_1_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.09,0.238,0.193,0.266
"INTENDENTE_CORTA_1_imputada","Alguno de los candidatos a intendente de la Izquierda",0.02,0.006,0.052,0.004
"INTENDENTE_CORTA_1_imputada","Otros",0.147,0.072,0.049,0.105
"INTENDENTE_CORTA_2_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.126,0.09,0.06,0.179
"INTENDENTE_CORTA_2_imputada","Julio Zamora a intendente por Unión por la Patria",0.482,0.501,0.348,0.584
"INTENDENTE_CORTA_2_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.081,0.115,0.086,0.048
"INTENDENTE_CORTA_2_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.211,0.246,0.473,0.107
"INTENDENTE_CORTA_2_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.091,0.026,0.02,0.082
"INTENDENTE_CORTA_2_imputada","Alguno de los candidatos a intendente de la Izquierda",0,0.015,0.002,0
"INTENDENTE_CORTA_2_imputada","Otros",0.009,0.007,0.011,0
