"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P32","Puede que lo vote",0.082,0.278,0.181,0.049,0.081,0.045,0.191,0.07
"P32","Nunca lo votaría",0.779,0.112,0.731,0.937,0,0.483,0.617,0.566
"P32","No sabe",0.037,0.041,0.038,0,0.127,0.189,0.192,0.323
"P33","Lo votaría",0.071,0.085,0.71,0.018,0,0.165,0,0.224
"P33","Puede que lo vote",0.046,0.197,0.07,0.105,0.801,0.041,0.617,0.049
"P33","Nunca lo votaría",0.862,0.634,0.215,0.714,0.081,0.582,0.356,0.421
"P33","No sabe",0.021,0.084,0.005,0.163,0.118,0.212,0.027,0.306
"P34","Si",0.407,0.369,0.434,0.486,0,0.139,0.203,0.39
"P34","No",0.593,0.631,0.566,0.514,1,0.861,0.797,0.61
"PRESIDENTE","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.512,0.052,0.12,0.069,0.114,0.02,0.354,0.428
"PRESIDENTE","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.284,0.037,0.027,0.173,0.424,0.097,0,0.088
"PRESIDENTE","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.043,0.5,0.046,0.03,0.102,0.135,0.119,0.078
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.031,0.35,0.058,0.208,0.1,0.131,0,0.019
"PRESIDENTE","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.058,0.047,0.733,0,0,0.035,0.138,0.08
"PRESIDENTE","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.008,0.007,0,0.449,0,0.056,0,0
"PRESIDENTE","Otros",0.046,0.007,0.009,0.071,0.26,0.364,0,0.011
"PRESIDENTE","No sabe",0.018,0,0.007,0,0,0.162,0.389,0.296
"INTENDENTE","Malena Galmarini a intendenta por Unión por la Patria",0.532,0.06,0.102,0.045,0,0.017,0.119,0.163
"INTENDENTE","Julio Zamora a intendente por Unión por la Patria",0.37,0.246,0.151,0.115,0.407,0.316,0.416,0.666
"INTENDENTE","Claudio Cufré a intendente por Juntos por el Cambio",0.017,0.179,0.092,0.022,0,0.112,0,0
"INTENDENTE","Segundo Cernadas a intendente por Juntos por el Cambio",0.042,0.482,0.133,0.303,0.106,0.176,0.119,0.02
"INTENDENTE","Claudio Baumgarten a intendente por la Libertad Avanza",0.006,0.022,0.512,0.007,0.154,0,0.106,0.006
"INTENDENTE","Alguno de los candidatos a intendente de la Izquierda",0.005,0,0,0.473,0,0.011,0,0
"INTENDENTE","Otros",0.02,0.007,0.003,0,0.233,0.115,0.101,0
"INTENDENTE","No sabe",0.008,0.004,0.007,0.035,0.1,0.253,0.139,0.145
"INTENDENTE_CORTA_1","Malena Galmarini a intendenta por Unión por la Patria",0.531,0.028,0.13,0.11,0.211,0.166,0.107,0.226
"INTENDENTE_CORTA_1","Julio Zamora a intendente por Unión por la Patria",0.156,0.046,0.01,0,0,0.048,0,0.01
"INTENDENTE_CORTA_1","Claudio Cufré a intendente por Juntos por el Cambio",0.089,0.567,0.1,0.167,0.179,0.04,0,0.019
"INTENDENTE_CORTA_1","Segundo Cernadas a intendente por Juntos por el Cambio",0.033,0.222,0.01,0,0,0.112,0,0
"INTENDENTE_CORTA_1","Claudio Baumgarten a intendente por la Libertad Avanza",0.08,0.069,0.699,0.068,0,0.361,0,0.109
"INTENDENTE_CORTA_1","Alguno de los candidatos a intendente de la Izquierda",0.009,0.004,0,0.433,0,0,0.694,0.01
"INTENDENTE_CORTA_1","Otros",0.046,0.023,0.041,0.222,0.61,0.261,0.199,0.34
"INTENDENTE_CORTA_1","No sabe",0.056,0.041,0.01,0,0,0.012,0,0.286
"INTENDENTE_CORTA_2","Malena Galmarini a intendenta por Unión por la Patria",0.136,0.052,0.156,0,0,0.019,0,0.056
"INTENDENTE_CORTA_2","Julio Zamora a intendente por Unión por la Patria",0.675,0.428,0.256,0.112,0,0.116,0.104,0.92
"INTENDENTE_CORTA_2","Claudio Cufré a intendente por Juntos por el Cambio",0.036,0.061,0.193,0.045,0,0.304,0,0
"INTENDENTE_CORTA_2","Segundo Cernadas a intendente por Juntos por el Cambio",0.094,0.425,0.259,0.689,0,0.19,0.343,0.013
"INTENDENTE_CORTA_2","Claudio Baumgarten a intendente por la Libertad Avanza",0.005,0.019,0.117,0.03,1,0,0.21,0.011
"INTENDENTE_CORTA_2","Alguno de los candidatos a intendente de la Izquierda",0.031,0.001,0,0,0,0,0,0
"INTENDENTE_CORTA_2","Otros",0.015,0.008,0,0,0,0.024,0,0
"INTENDENTE_CORTA_2","No sabe",0.008,0.006,0.019,0.124,0,0.347,0.343,0
