"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P05","Mucho",0.478,0.427,0.552,0.28,0.335,0.295,0.068,0.154
"P05","Bastante",0.369,0.341,0.213,0.428,0.077,0.287,0.275,0.207
"P05","Poco",0.123,0.181,0.143,0.089,0.211,0.241,0.491,0.446
"P05","Nada",0.027,0.049,0.067,0.174,0.377,0.161,0.166,0.118
"P05","No sabe",0.003,0.002,0.025,0.029,0,0.016,0,0.075
"P06","Siempre",0.206,0.229,0.213,0.064,0.534,0.167,0.068,0.154
"P06","Casi siempre",0.435,0.372,0.277,0.344,0.153,0.342,0.081,0.289
"P06","Casi nunca",0.231,0.28,0.294,0.526,0.132,0.297,0.753,0.272
"P06","Nunca, pero esta es una excepción",0.128,0.119,0.216,0.066,0.181,0.194,0.098,0.285
"P07","Tiene Decidido que va a ir a votar.",0.863,0.874,0.863,0.606,0.864,0.761,0.583,0.67
"P07","Tiene dudas sobre si va a ir a  votar",0.086,0.075,0.107,0.158,0.053,0.223,0.316,0.215
"P07","Tiene Decidido que no va a ir a votar",0.051,0.051,0.03,0.236,0.083,0.016,0.101,0.115
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.499,0.045,0.094,0.042,0.063,0.059,0.156,0.192
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.1,0.018,0.021,0.034,0,0,0,0.01
"P12","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.261,0.049,0.048,0.074,0.252,0.296,0.361,0.211
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.029,0.446,0.078,0.07,0.046,0.043,0,0.011
"P12","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.034,0.353,0.04,0.173,0.25,0.145,0,0.022
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.029,0.05,0.698,0.025,0,0.104,0.019,0.072
"P12","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.002,0.002,0,0.5,0,0.01,0.221,0.004
"P12","Otros",0.028,0.016,0.016,0.082,0.336,0.197,0.174,0.164
"P12","No sabe",0.018,0.021,0.005,0,0.053,0.146,0.069,0.314
"P15","Totalmente seguro.",0.66,0.694,0.844,0.488,0.519,0.439,0.593,0.234
"P15","Bastante seguro",0.18,0.164,0.062,0.13,0.085,0.033,0,0.301
"P15","Algo seguro",0.072,0.077,0.058,0.075,0,0.154,0,0.104
"P15","Para nada seguro",0.088,0.065,0.036,0.307,0.396,0.374,0.407,0.361
"P17","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.35,0.06,0.131,0.165,0.398,0.015,0.375,0.4
"P17","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.349,0.03,0.033,0.408,0,0.094,0,0.105
"P17","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.08,0.578,0.069,0.081,0.478,0.155,0.121,0.09
"P17","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.026,0.26,0.08,0,0,0.068,0,0.008
"P17","Javier Milei a presidente, Carolina Piparo a gobernadora  por la Libertad Avanza",0.096,0.057,0.661,0,0,0.061,0.121,0.097
"P17","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.016,0.009,0,0.132,0,0.085,0,0
"P17","Otros",0.06,0.006,0.014,0.214,0.124,0.419,0,0.014
"P17","No sabe",0.023,0,0.012,0,0,0.103,0.383,0.286
"P20","Malena Galmarini a intendenta por Unión por la Patria",0.275,0.05,0.097,0,0,0.009,0.118,0.103
"P20","Julio Zamora a intendente por Unión por la Patria",0.622,0.363,0.27,0.42,0,0.433,0.432,0.777
"P20","Claudio Cufré a intendente por Juntos por el Cambio",0.022,0.132,0.158,0.042,0,0.113,0,0
"P20","Segundo Cernadas a intendente por Juntos por el Cambio",0.049,0.428,0.217,0.365,0,0.124,0.118,0.008
"P20","Claudio Baumgarten a intendente por la Libertad Avanza",0.002,0.015,0.245,0.025,0.56,0,0.091,0.007
"P20","Alguno de los candidatos a intendente de la Izquierda",0.014,0.001,0,0.05,0,0.009,0,0
"P20","Otros",0.009,0.006,0,0,0,0.094,0.104,0
"P20","No sabe",0.007,0.005,0.013,0.098,0.44,0.218,0.137,0.105
"P23","Totalmente seguro",0.77,0.651,0.747,0.179,0.426,0.442,0.474,0.186
"P23","Bastante seguro",0.146,0.223,0.143,0.687,0.181,0.168,0,0.302
"P23","Algo seguro",0.069,0.049,0.057,0.092,0,0.038,0,0.297
"P23","Para nada seguro",0.015,0.077,0.053,0.042,0.393,0.352,0.526,0.215
"P24","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.619,0.064,0.102,0.134,0.117,0.053,0,0.472
"P24","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.098,0.603,0.121,0.109,0.196,0.208,0,0.041
"P24","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.053,0.067,0.666,0.202,0.468,0.008,0.175,0.096
"P24","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.035,0.019,0,0.526,0.076,0.055,0.114,0.037
"P24","Otros",0.107,0.201,0.07,0.029,0.106,0.456,0,0.155
"P24","No sabe",0.088,0.046,0.041,0,0.037,0.22,0.711,0.199
"P27","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.588,0.076,0.199,0.072,0.081,0.147,0.131,0.423
"P27","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.148,0.589,0.072,0.306,0.063,0.076,0,0.125
"P27","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.036,0.082,0.676,0.034,0.542,0,0.106,0.024
"P27","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.021,0.014,0,0.579,0,0.049,0,0
"P27","Otros",0.174,0.156,0.021,0.009,0.212,0.488,0.337,0.069
"P27","No sabe",0.033,0.083,0.032,0,0.102,0.24,0.426,0.359
"P28","Lo votaría",0.605,0.038,0.125,0.11,0.203,0.107,0,0.291
"P28","Puede que lo vote",0.128,0.064,0.077,0.252,0.078,0.215,0,0.158
"P28","Nunca lo votaría",0.241,0.859,0.778,0.515,0.618,0.338,0.548,0.383
"P28","No sabe",0.026,0.039,0.02,0.123,0.101,0.34,0.452,0.168
"P29","Lo votaría",0.326,0.035,0.047,0.293,0,0.203,0,0.068
"P29","Puede que lo vote",0.233,0.012,0.051,0.046,0.086,0.086,0.12,0.16
"P29","Nunca lo votaría",0.353,0.923,0.869,0.661,0.793,0.538,0.539,0.369
"P29","No sabe",0.088,0.03,0.033,0,0.121,0.173,0.341,0.403
"P30","Lo votaría",0.357,0.05,0.097,0.071,0,0.259,0.519,0.386
"P30","Puede que lo vote",0.19,0.02,0.054,0.022,0,0.09,0,0.142
"P30","Nunca lo votaría",0.408,0.892,0.843,0.87,0.868,0.438,0.14,0.187
"P30","No sabe",0.045,0.038,0.006,0.037,0.132,0.213,0.341,0.285
"P31","Lo votaría",0.116,0.49,0.108,0.034,0,0.238,0,0.034
"P31","Puede que lo vote",0.077,0.303,0.28,0.027,0.872,0.075,0,0.111
"P31","Nunca lo votaría",0.8,0.177,0.575,0.939,0,0.498,0.805,0.584
"P31","No sabe",0.007,0.03,0.037,0,0.128,0.189,0.195,0.271
"P32","Lo votaría",0.102,0.569,0.05,0.014,0.792,0.283,0,0.041
