"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P08","Siempre",0.168,0.153,0.201,0.145
"P08","Casi siempre",0.276,0.342,0.287,0.25
"P08","Casi nunca",0.337,0.332,0.375,0.336
"P08","Nunca, pero esta es una excepción",0.219,0.173,0.137,0.269
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.103,0.246,0.214,0.159
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.082,0.077,0.165,0.068
"P09","Gonzalo Parodi por la UCR",0.113,0.141,0.133,0.106
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.035,0.028,0.079,0.059
"P09","Gabriel Abrile por la Libertad Avanza",0.62,0.322,0.147,0.145
"P09","Ivon Tesio por partido Vecinal",0.026,0.019,0.017,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0.005,0.002,0.065,0.052
"P09","En blanco",0.004,0.05,0.072,0.064
"P09","No sabe",0.012,0.115,0.108,0.347
"P13","La votaría",0.23,0.286,0.338,0.169
"P13","Puede que la vote",0.148,0.321,0.168,0.124
"P13","Nunca la votaría",0.522,0.324,0.404,0.087
"P13","No sabe",0.1,0.069,0.09,0.62
"P14","La votaría",0.164,0.164,0.222,0.085
"P14","Puede que la vote",0.193,0.346,0.185,0.122
"P14","Nunca la votaría",0.516,0.367,0.544,0.066
"P14","No sabe",0.127,0.123,0.049,0.727
"P15","La votaría",0.276,0.16,0.147,0.07
"P15","Puede que la vote",0.173,0.433,0.141,0.081
"P15","Nunca la votaría",0.424,0.251,0.675,0.039
"P15","No sabe",0.127,0.156,0.037,0.81
"P16","La votaría",0.159,0.041,0.033,0.018
"P16","Puede que la vote",0.119,0.347,0.096,0.064
"P16","Nunca la votaría",0.551,0.454,0.809,0.054
"P16","No sabe",0.171,0.158,0.062,0.864
"P18","Muy buena",0.216,0.085,0.173,0.07
"P18","Buena",0.099,0.223,0.156,0.152
"P18","Ni buena ni mala",0.257,0.34,0.304,0.366
"P18","Mala",0.275,0.262,0.253,0.261
"P18","Muy mala",0.151,0.087,0.106,0.043
"P18","No sabe",0.002,0.003,0.008,0.108
"P19","Muy buena",0.322,0.178,0.187,0.097
"P19","Buena",0.353,0.356,0.171,0.225
"P19","Ni buena ni mala",0.229,0.3,0.265,0.277
"P19","Mala",0.072,0.113,0.211,0.212
"P19","Muy mala",0.02,0.021,0.163,0.069
"P19","No sabe",0.004,0.032,0.003,0.12
"P20","Muy buena",0.318,0.201,0.192,0.049
"P20","Buena",0.287,0.225,0.102,0.113
"P20","Ni buena ni mala",0.227,0.482,0.362,0.401
"P20","Mala",0.12,0.044,0.188,0.139
"P20","Muy mala",0.023,0.017,0.128,0.036
"P20","No sabe",0.025,0.031,0.028,0.262
"P21","Muy buena",0.289,0.257,0.314,0.323
"P21","Buena",0.296,0.275,0.16,0.289
"P21","Ni buena ni mala",0.203,0.338,0.245,0.222
"P21","Mala",0.144,0.107,0.173,0.049
"P21","Muy mala",0.048,0.023,0.108,0.022
"P21","No sabe",0.02,0,0,0.095
"P22","Muy buena",0.625,0.345,0.322,0.358
"P22","Buena",0.195,0.172,0.106,0.161
"P22","Ni buena ni mala",0.072,0.282,0.185,0.129
"P22","Mala",0.087,0.153,0.156,0.132
"P22","Muy mala",0.019,0.048,0.214,0.119
"P22","No sabe",0.002,0,0.017,0.101
"P23","Muy buena",0.071,0.126,0.181,0.14
"P23","Buena",0.055,0.082,0.063,0.044
"P23","Ni buena ni mala",0.103,0.089,0.2,0.14
"P23","Mala",0.318,0.353,0.309,0.283
"P23","Muy mala",0.45,0.35,0.242,0.327
"P23","No sabe",0.003,0,0.005,0.066
"P24","Muy buena",0.238,0.142,0.143,0.08
"P24","Buena",0.363,0.234,0.136,0.254
"P24","Ni buena ni mala",0.229,0.314,0.266,0.26
"P24","Mala",0.132,0.213,0.199,0.162
"P24","Muy mala",0.038,0.097,0.253,0.167
"P24","No sabe",0,0,0.003,0.077
"P25","Muy buena",0.056,0.033,0.086,0.046
"P25","Buena",0.08,0.152,0.158,0.061
"P25","Ni buena ni mala",0.084,0.139,0.269,0.229
"P25","Mala",0.278,0.196,0.282,0.252
"P25","Muy mala",0.502,0.466,0.203,0.341
"P25","No sabe",0,0.014,0.002,0.071
