"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Siempre",0.158,0.201,0.124,0.164,0.274,0
"P08","Casi siempre",0.259,0.358,0.347,0.268,0.281,0.159
"P08","Casi nunca",0.383,0.297,0.353,0.393,0.33,0.204
"P08","Nunca, pero esta es una excepción",0.2,0.144,0.176,0.175,0.115,0.637
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.108,0.156,0.218,0.353,0.235,0.233
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.084,0.059,0.106,0.171,0.164,0.063
"P09","Gonzalo Parodi por la UCR",0.108,0.183,0.156,0.106,0.119,0
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.026,0.039,0.081,0.08,0.11,0.206
"P09","Gabriel Abrile por la Libertad Avanza",0.521,0.28,0.158,0.099,0.038,0
"P09","Ivon Tesio por partido Vecinal",0.008,0.036,0.011,0.031,0.019,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0.024,0.007,0.026,0.05,0.119,0
"P09","En blanco",0.014,0.029,0.113,0.069,0.065,0
"P09","No sabe",0.107,0.211,0.131,0.041,0.131,0.498
"P13","La votaría",0.214,0.226,0.328,0.421,0.269,0.233
"P13","Puede que la vote",0.155,0.126,0.282,0.193,0.222,0.026
"P13","Nunca la votaría",0.455,0.367,0.255,0.259,0.291,0.018
"P13","No sabe",0.176,0.281,0.135,0.127,0.218,0.723
"P14","La votaría",0.168,0.087,0.165,0.235,0.16,0.018
"P14","Puede que la vote",0.131,0.236,0.312,0.269,0.164,0.026
"P14","Nunca la votaría",0.495,0.376,0.349,0.343,0.414,0.237
"P14","No sabe",0.206,0.301,0.174,0.153,0.262,0.719
"P15","La votaría",0.173,0.214,0.145,0.098,0.165,0.037
"P15","Puede que la vote",0.147,0.22,0.249,0.245,0.125,0.041
"P15","Nunca la votaría",0.472,0.307,0.362,0.428,0.445,0.203
"P15","No sabe",0.208,0.259,0.244,0.229,0.265,0.719
"P16","La votaría",0.094,0.052,0.01,0.032,0.033,0
"P16","Puede que la vote",0.115,0.087,0.182,0.25,0.074,0
"P16","Nunca la votaría",0.529,0.549,0.579,0.517,0.544,0.24
"P16","No sabe",0.262,0.312,0.229,0.201,0.349,0.76
"P17","La votaría",0.383,0.326,0.112,0.164,0.04,0.018
"P17","Puede que la vote",0.127,0.172,0.266,0.173,0.061,0
"P17","Nunca la votaría",0.305,0.274,0.45,0.453,0.69,0.226
"P17","No sabe",0.185,0.228,0.172,0.21,0.209,0.756
"P18","Muy buena",0.126,0.086,0.181,0.265,0.127,0.051
"P18","Buena",0.056,0.203,0.233,0.216,0.196,0.042
"P18","Ni buena ni mala",0.272,0.258,0.439,0.367,0.308,0.107
"P18","Mala",0.394,0.269,0.11,0.11,0.23,0.384
"P18","Muy mala",0.142,0.128,0.037,0.042,0.123,0
"P18","No sabe",0.01,0.056,0,0,0.016,0.416
"P19","Muy buena",0.315,0.178,0.138,0.097,0.021,0.2
"P19","Buena",0.267,0.427,0.211,0.261,0.124,0.018
"P19","Ni buena ni mala",0.276,0.183,0.472,0.216,0.102,0.107
"P19","Mala",0.101,0.13,0.135,0.396,0.246,0.037
"P19","Muy mala",0.018,0.039,0.039,0.027,0.484,0.192
"P19","No sabe",0.023,0.043,0.005,0.003,0.023,0.446
"P20","Muy buena",0.283,0.179,0.173,0.046,0.103,0.177
"P20","Buena",0.167,0.362,0.077,0.182,0.033,0
"P20","Ni buena ni mala",0.357,0.24,0.648,0.365,0.18,0.107
"P20","Mala",0.102,0.084,0.039,0.354,0.26,0.037
"P20","Muy mala",0.023,0.066,0.011,0.008,0.366,0
"P20","No sabe",0.068,0.069,0.052,0.045,0.058,0.679
"P21","Muy buena",0.325,0.295,0.339,0.333,0.204,0.041
"P21","Buena",0.289,0.345,0.122,0.206,0.131,0.218
"P21","Ni buena ni mala",0.221,0.229,0.468,0.198,0.122,0.118
"P21","Mala",0.105,0.071,0.055,0.252,0.242,0.159
"P21","Muy mala",0.04,0.06,0.016,0.003,0.28,0
"P21","No sabe",0.02,0,0,0.008,0.021,0.464
"P23","Muy buena",0.095,0.025,0.088,0.166,0.432,0.188
"P23","Buena",0.029,0.091,0.022,0.118,0.132,0
"P23","Ni buena ni mala",0.058,0.131,0.356,0.242,0.12,0
"P23","Mala",0.375,0.365,0.286,0.304,0.085,0.283
"P23","Muy mala",0.439,0.388,0.244,0.17,0.222,0.056
"P23","No sabe",0.004,0,0.004,0,0.009,0.473
"P24","Muy buena",0.257,0.111,0.129,0.05,0.025,0.018
"P24","Buena",0.31,0.472,0.16,0.016,0.05,0.084
"P24","Ni buena ni mala",0.322,0.263,0.409,0.13,0.033,0.157
"P24","Mala",0.054,0.148,0.209,0.707,0.075,0
"P24","Muy mala",0.049,0.006,0.093,0.097,0.813,0.268
"P24","No sabe",0.008,0,0,0,0.004,0.473
"P25","Muy buena",0.047,0.008,0.061,0.05,0.159,0.189
"P25","Buena",0.038,0.123,0.108,0.226,0.292,0.042
"P25","Ni buena ni mala",0.112,0.219,0.22,0.338,0.302,0.019
"P25","Mala",0.296,0.254,0.308,0.327,0.071,0.085
"P25","Muy mala",0.506,0.383,0.296,0.059,0.166,0.212
"P25","No sabe",0.001,0.013,0.007,0,0.01,0.453
