"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P08","Siempre",0.293,0.157,0.155,0.131
"P08","Casi siempre",0.259,0.323,0.29,0.28
"P08","Casi nunca",0.293,0.397,0.383,0.312
"P08","Nunca, pero esta es una excepción",0.155,0.123,0.172,0.277
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.089,0.261,0.202,0.15
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.035,0.106,0.172,0.07
"P09","Gonzalo Parodi por la UCR",0.522,0.087,0.032,0.042
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.07,0.05,0.053,0.058
"P09","Gabriel Abrile por la Libertad Avanza",0.228,0.332,0.298,0.269
"P09","Ivon Tesio por partido Vecinal",0.029,0.008,0.022,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0,0.012,0.051,0.057
"P09","En blanco",0.009,0.033,0.06,0.07
"P09","No sabe",0.018,0.111,0.11,0.284
"P13","La votaría",0.265,0.301,0.306,0.167
"P13","Puede que la vote",0.182,0.287,0.174,0.105
"P13","Nunca la votaría",0.456,0.343,0.434,0.157
"P13","No sabe",0.097,0.069,0.086,0.571
"P14","La votaría",0.314,0.144,0.182,0.078
"P14","Puede que la vote",0.16,0.472,0.161,0.089
"P14","Nunca la votaría",0.431,0.326,0.628,0.068
"P14","No sabe",0.095,0.058,0.029,0.765
"P16","La votaría",0.266,0.027,0.027,0.006
"P16","Puede que la vote",0.126,0.401,0.068,0.052
"P16","Nunca la votaría",0.529,0.45,0.852,0.042
"P16","No sabe",0.079,0.122,0.053,0.9
"P17","La votaría",0.415,0.235,0.256,0.128
"P17","Puede que la vote",0.151,0.371,0.095,0.098
"P17","Nunca la votaría",0.341,0.297,0.628,0.058
"P17","No sabe",0.093,0.097,0.021,0.716
"P18","Muy buena",0.221,0.107,0.161,0.107
"P18","Buena",0.162,0.154,0.146,0.149
"P18","Ni buena ni mala",0.2,0.434,0.261,0.38
"P18","Mala",0.255,0.243,0.283,0.245
"P18","Muy mala",0.128,0.062,0.139,0.048
"P18","No sabe",0.034,0,0.01,0.071
"P19","Muy buena",0.336,0.19,0.203,0.111
"P19","Buena",0.216,0.362,0.203,0.292
"P19","Ni buena ni mala",0.269,0.319,0.253,0.238
"P19","Mala",0.079,0.08,0.206,0.206
"P19","Muy mala",0.066,0.046,0.122,0.067
"P19","No sabe",0.034,0.003,0.013,0.086
"P20","Muy buena",0.356,0.157,0.195,0.114
"P20","Buena",0.181,0.248,0.151,0.133
"P20","Ni buena ni mala",0.236,0.373,0.366,0.4
"P20","Mala",0.139,0.115,0.162,0.118
"P20","Muy mala",0.039,0.024,0.106,0.045
"P20","No sabe",0.049,0.083,0.02,0.19
"P21","Muy buena",0.3,0.325,0.304,0.279
"P21","Buena",0.276,0.237,0.226,0.236
"P21","Ni buena ni mala",0.242,0.319,0.196,0.27
"P21","Mala",0.12,0.087,0.179,0.084
"P21","Muy mala",0.062,0.032,0.089,0.038
"P21","No sabe",0,0,0.006,0.093
"P22","Muy buena",0.443,0.331,0.468,0.346
"P22","Buena",0.2,0.181,0.111,0.158
"P22","Ni buena ni mala",0.144,0.219,0.14,0.159
"P22","Mala",0.082,0.18,0.138,0.124
"P22","Muy mala",0.124,0.083,0.129,0.13
"P22","No sabe",0.007,0.006,0.014,0.083
"P23","Muy buena",0.133,0.14,0.13,0.144
"P23","Buena",0.054,0.061,0.061,0.061
"P23","Ni buena ni mala",0.177,0.135,0.171,0.095
"P23","Mala",0.372,0.376,0.312,0.23
"P23","Muy mala",0.264,0.288,0.32,0.414
"P23","No sabe",0,0,0.006,0.056
"P24","Muy buena",0.219,0.155,0.162,0.097
"P24","Buena",0.236,0.283,0.206,0.241
"P24","Ni buena ni mala",0.331,0.183,0.264,0.273
"P24","Mala",0.079,0.232,0.201,0.158
"P24","Muy mala",0.135,0.147,0.165,0.163
"P24","No sabe",0,0,0.002,0.068
"P25","Muy buena",0.096,0.028,0.075,0.042
"P25","Buena",0.112,0.186,0.119,0.065
"P25","Ni buena ni mala",0.181,0.233,0.206,0.155
"P25","Mala",0.354,0.237,0.245,0.247
"P25","Muy mala",0.247,0.303,0.353,0.438
"P25","No sabe",0.01,0.013,0.002,0.053
