"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.231,0.17,0.18,0.138
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.099,0.135,0.097,0.079
"P09","Gonzalo Parodi por la UCR",0.172,0.111,0.144,0.04
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.08,0.058,0.048,0.1
"P09","Gabriel Abrile por la Libertad Avanza",0.219,0.248,0.3,0.281
"P09","Ivon Tesio por partido Vecinal",0.005,0.024,0.009,0.03
"P09","Pablo Carrizo por partido conciencia desarrollista",0.03,0.015,0.03,0.084
"P09","En blanco",0.071,0.04,0.048,0.074
"P09","No sabe",0.093,0.199,0.144,0.174
"P13","La votaría",0.35,0.233,0.249,0.247
"P13","Puede que la vote",0.216,0.221,0.177,0.1
"P13","Nunca la votaría",0.326,0.363,0.366,0.309
"P13","No sabe",0.108,0.183,0.208,0.344
"P14","La votaría",0.222,0.155,0.167,0.165
"P14","Puede que la vote",0.218,0.211,0.192,0.165
"P14","Nunca la votaría",0.372,0.393,0.454,0.37
"P14","No sabe",0.188,0.241,0.187,0.3
"P15","La votaría",0.281,0.149,0.137,0.138
"P15","Puede que la vote",0.165,0.203,0.204,0.121
"P15","Nunca la votaría",0.372,0.416,0.448,0.384
"P15","No sabe",0.182,0.232,0.211,0.357
"P16","La votaría",0.087,0.046,0.04,0.1
"P16","Puede que la vote",0.124,0.143,0.14,0.116
"P16","Nunca la votaría",0.563,0.522,0.588,0.407
"P16","No sabe",0.226,0.289,0.232,0.377
"P17","La votaría",0.24,0.239,0.238,0.282
"P17","Puede que la vote",0.137,0.186,0.147,0.14
"P17","Nunca la votaría",0.441,0.384,0.407,0.273
"P17","No sabe",0.182,0.191,0.208,0.305
"P18","Muy buena",0.175,0.154,0.127,0.153
"P18","Buena",0.186,0.162,0.155,0.094
"P18","Ni buena ni mala",0.273,0.295,0.356,0.286
"P18","Mala",0.206,0.291,0.252,0.29
"P18","Muy mala",0.128,0.079,0.096,0.117
"P18","No sabe",0.032,0.019,0.014,0.06
"P19","Muy buena",0.256,0.182,0.194,0.184
"P19","Buena",0.219,0.284,0.258,0.245
"P19","Ni buena ni mala",0.235,0.289,0.26,0.259
"P19","Mala",0.146,0.147,0.195,0.137
"P19","Muy mala",0.11,0.076,0.079,0.09
"P19","No sabe",0.034,0.022,0.014,0.085
"P20","Muy buena",0.192,0.234,0.176,0.166
"P20","Buena",0.245,0.167,0.159,0.119
"P20","Ni buena ni mala",0.257,0.361,0.386,0.377
"P20","Mala",0.147,0.108,0.161,0.137
"P20","Muy mala",0.088,0.084,0.041,0.061
"P20","No sabe",0.071,0.046,0.077,0.14
"P21","Muy buena",0.28,0.295,0.328,0.278
"P21","Buena",0.203,0.262,0.229,0.252
"P21","Ni buena ni mala",0.328,0.235,0.232,0.203
"P21","Mala",0.102,0.124,0.143,0.138
"P21","Muy mala",0.087,0.062,0.055,0.052
"P21","No sabe",0,0.022,0.013,0.077
"P22","Muy buena",0.382,0.367,0.441,0.438
"P22","Buena",0.177,0.185,0.125,0.116
"P22","Ni buena ni mala",0.117,0.192,0.159,0.15
"P22","Mala",0.129,0.123,0.147,0.125
"P22","Muy mala",0.195,0.117,0.112,0.074
"P22","No sabe",0,0.016,0.016,0.097
"P23","Muy buena",0.194,0.126,0.123,0.122
"P23","Buena",0.053,0.061,0.041,0.104
"P23","Ni buena ni mala",0.207,0.102,0.17,0.113
"P23","Mala",0.228,0.311,0.374,0.274
"P23","Muy mala",0.318,0.38,0.286,0.342
"P23","No sabe",0,0.02,0.006,0.045
"P24","Muy buena",0.203,0.121,0.157,0.156
"P24","Buena",0.198,0.282,0.207,0.241
"P24","Ni buena ni mala",0.171,0.292,0.287,0.255
"P24","Mala",0.224,0.144,0.182,0.171
"P24","Muy mala",0.201,0.146,0.163,0.115
"P24","No sabe",0.003,0.015,0.004,0.062
"P25","Muy buena",0.161,0.023,0.036,0.084
"P25","Buena",0.096,0.148,0.103,0.113
"P25","Ni buena ni mala",0.255,0.194,0.166,0.192
"P25","Mala",0.213,0.271,0.305,0.206
"P25","Muy mala",0.275,0.34,0.385,0.355
"P25","No sabe",0,0.024,0.005,0.05
