"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Siempre",0.169,0.124,0.216,0
"P08","Casi siempre",0.286,0.347,0.274,0.159
"P08","Casi nunca",0.36,0.353,0.363,0.204
"P08","Nunca, pero esta es una excepción",0.185,0.176,0.147,0.637
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.121,0.218,0.297,0.233
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.077,0.106,0.168,0.063
"P09","Gonzalo Parodi por la UCR",0.128,0.156,0.112,0
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.029,0.081,0.094,0.206
"P09","Gabriel Abrile por la Libertad Avanza",0.456,0.158,0.07,0
"P09","Ivon Tesio por partido Vecinal",0.016,0.011,0.025,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0.02,0.026,0.083,0
"P09","En blanco",0.018,0.113,0.067,0
"P09","No sabe",0.135,0.131,0.084,0.498
"P13","La votaría",0.218,0.328,0.349,0.233
"P13","Puede que la vote",0.147,0.282,0.207,0.026
"P13","Nunca la votaría",0.431,0.255,0.274,0.018
"P13","No sabe",0.204,0.135,0.17,0.723
"P14","La votaría",0.147,0.165,0.199,0.018
"P14","Puede que la vote",0.159,0.312,0.219,0.026
"P14","Nunca la votaría",0.463,0.349,0.377,0.237
"P14","No sabe",0.231,0.174,0.205,0.719
"P15","La votaría",0.184,0.145,0.13,0.037
"P15","Puede que la vote",0.166,0.249,0.188,0.041
"P15","Nunca la votaría",0.428,0.362,0.436,0.203
"P15","No sabe",0.222,0.244,0.246,0.719
"P16","La votaría",0.082,0.01,0.032,0
"P16","Puede que la vote",0.108,0.182,0.167,0
"P16","Nunca la votaría",0.534,0.579,0.53,0.24
"P16","No sabe",0.276,0.229,0.271,0.76
"P17","La votaría",0.367,0.112,0.105,0.018
"P17","Puede que la vote",0.139,0.266,0.12,0
"P17","Nunca la votaría",0.297,0.45,0.566,0.226
"P17","No sabe",0.197,0.172,0.209,0.756
"P18","Positiva",0.21,0.414,0.406,0.093
"P18","Neutra",0.269,0.439,0.339,0.107
"P18","Negativa",0.499,0.147,0.248,0.384
"P18","No sabe",0.022,0,0.007,0.416
"P19","Positiva",0.588,0.349,0.257,0.218
"P19","Neutra",0.251,0.472,0.161,0.107
"P19","Negativa",0.133,0.174,0.569,0.229
"P19","No sabe",0.028,0.005,0.013,0.446
"P20","Positiva",0.475,0.25,0.184,0.177
"P20","Neutra",0.325,0.648,0.278,0.107
"P20","Negativa",0.132,0.05,0.487,0.037
"P20","No sabe",0.068,0.052,0.051,0.679
"P21","Positiva",0.621,0.461,0.442,0.259
"P21","Neutra",0.223,0.468,0.162,0.118
"P21","Negativa",0.141,0.071,0.382,0.159
"P21","No sabe",0.015,0,0.014,0.464
"P23","Positiva",0.122,0.11,0.419,0.188
"P23","Neutra",0.078,0.356,0.183,0
"P23","Negativa",0.797,0.53,0.394,0.339
"P23","No sabe",0.003,0.004,0.004,0.473
"P24","Positiva",0.571,0.289,0.071,0.102
"P24","Neutra",0.307,0.409,0.082,0.157
"P24","Negativa",0.116,0.302,0.845,0.268
"P24","No sabe",0.006,0,0.002,0.473
"P25","Positiva",0.097,0.169,0.362,0.231
"P25","Neutra",0.139,0.22,0.32,0.019
"P25","Negativa",0.76,0.604,0.313,0.297
"P25","No sabe",0.004,0.007,0.005,0.453
