"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Siempre",0.227,0.152,0.158,0.16,0.229,0.185
"P08","Casi siempre",0.262,0.318,0.315,0.26,0.255,0.191
"P08","Casi nunca",0.341,0.353,0.346,0.423,0.322,0.147
"P08","Nunca, pero esta es una excepción",0.17,0.177,0.181,0.157,0.194,0.477
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.162,0.157,0.167,0.258,0.295,0
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.057,0.069,0.11,0.22,0.099,0
"P09","Gonzalo Parodi por la UCR",0.159,0.132,0.122,0.104,0.106,0.17
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.046,0.059,0.06,0.029,0.107,0.161
"P09","Gabriel Abrile por la Libertad Avanza",0.447,0.401,0.279,0.087,0.069,0.225
"P09","Ivon Tesio por partido Vecinal",0.011,0.026,0.013,0.018,0.021,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0.02,0.034,0.027,0.067,0.06,0
"P09","En blanco",0.004,0.046,0.062,0.061,0.07,0.127
"P09","No sabe",0.094,0.076,0.16,0.156,0.173,0.317
"P13","La votaría",0.26,0.276,0.252,0.283,0.334,0.133
"P13","Puede que la vote",0.14,0.145,0.264,0.165,0.186,0.053
"P13","Nunca la votaría",0.492,0.393,0.285,0.308,0.285,0.015
"P13","No sabe",0.108,0.186,0.199,0.244,0.195,0.799
"P14","La votaría",0.214,0.12,0.162,0.218,0.087,0
"P14","Puede que la vote",0.097,0.244,0.276,0.135,0.274,0.043
"P14","Nunca la votaría",0.558,0.379,0.351,0.411,0.433,0.133
"P14","No sabe",0.131,0.257,0.211,0.236,0.206,0.824
"P15","La votaría",0.278,0.139,0.169,0.08,0.127,0.17
"P15","Puede que la vote",0.172,0.254,0.217,0.089,0.098,0.015
"P15","Nunca la votaría",0.412,0.322,0.389,0.515,0.579,0.161
"P15","No sabe",0.138,0.285,0.225,0.316,0.196,0.654
"P16","La votaría",0.131,0.042,0.036,0.063,0.008,0
"P16","Puede que la vote",0.055,0.18,0.165,0.096,0.141,0.043
"P16","Nunca la votaría",0.656,0.465,0.528,0.53,0.547,0.159
"P16","No sabe",0.158,0.313,0.271,0.311,0.304,0.798
"P17","La votaría",0.403,0.344,0.216,0.112,0.058,0.028
"P17","Puede que la vote",0.135,0.21,0.172,0.105,0.037,0.146
"P17","Nunca la votaría",0.356,0.255,0.383,0.497,0.729,0.028
"P17","No sabe",0.106,0.191,0.229,0.286,0.176,0.798
"P18","Muy buena",0.159,0.132,0.14,0.222,0.107,0.041
"P18","Buena",0.062,0.238,0.135,0.148,0.153,0.028
"P18","Ni buena ni mala",0.28,0.303,0.434,0.3,0.148,0.026
"P18","Mala",0.341,0.224,0.225,0.305,0.231,0.325
"P18","Muy mala",0.158,0.101,0.053,0.025,0.296,0.048
"P18","No sabe",0,0.002,0.013,0,0.065,0.532
"P20","Muy buena",0.533,0.227,0.071,0.022,0.082,0
"P20","Buena",0.094,0.349,0.158,0.082,0.051,0.016
"P20","Ni buena ni mala",0.233,0.316,0.629,0.294,0.12,0.158
"P20","Mala",0.093,0.064,0.091,0.43,0.109,0
"P20","Muy mala",0.023,0.019,0.013,0.042,0.529,0
"P20","No sabe",0.024,0.025,0.038,0.13,0.109,0.826
"P21","Muy buena",0.355,0.355,0.26,0.33,0.196,0
"P21","Buena",0.147,0.278,0.299,0.203,0.199,0.292
"P21","Ni buena ni mala",0.303,0.226,0.326,0.192,0.101,0.013
"P21","Mala",0.129,0.11,0.075,0.228,0.159,0.148
"P21","Muy mala",0.066,0.027,0.03,0.03,0.337,0
"P21","No sabe",0,0.004,0.01,0.017,0.008,0.547
"P22","Muy buena",0.648,0.425,0.435,0.249,0.084,0.293
"P22","Buena",0.134,0.249,0.106,0.118,0.068,0.195
"P22","Ni buena ni mala",0.111,0.131,0.29,0.13,0.071,0.025
"P22","Mala",0.065,0.135,0.11,0.318,0.041,0.013
"P22","Muy mala",0.013,0.058,0.047,0.179,0.673,0.086
"P22","No sabe",0.029,0.002,0.012,0.006,0.063,0.388
"P23","Muy buena",0.067,0.108,0.082,0.188,0.47,0.059
"P23","Buena",0.01,0.068,0.033,0.107,0.091,0.199
"P23","Ni buena ni mala",0.117,0.154,0.161,0.161,0.102,0.186
"P23","Mala",0.425,0.267,0.387,0.338,0.03,0.025
"P23","Muy mala",0.379,0.401,0.332,0.199,0.299,0.149
"P23","No sabe",0.002,0.002,0.005,0.007,0.008,0.382
"P24","Muy buena",0.432,0.137,0.068,0.058,0.054,0.03
"P24","Buena",0.23,0.369,0.281,0.033,0.073,0.214
"P24","Ni buena ni mala",0.226,0.293,0.352,0.252,0.028,0.189
"P24","Mala",0.06,0.165,0.189,0.401,0.066,0.032
"P24","Muy mala",0.052,0.036,0.107,0.253,0.779,0.053
"P24","No sabe",0,0,0.003,0.003,0,0.482
"P25","Muy buena",0.064,0.033,0.033,0.095,0.196,0
"P25","Buena",0.037,0.107,0.113,0.144,0.314,0.06
"P25","Ni buena ni mala",0.076,0.195,0.233,0.285,0.17,0.205
"P25","Mala",0.348,0.254,0.252,0.295,0.091,0.157
"P25","Muy mala",0.472,0.399,0.366,0.181,0.224,0.19
"P25","No sabe",0.003,0.012,0.003,0,0.005,0.388
