"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Siempre",0.212,0.154,0.162,0.209
"P08","Casi siempre",0.302,0.271,0.291,0.198
"P08","Casi nunca",0.332,0.404,0.338,0.181
"P08","Nunca, pero esta es una excepción",0.154,0.171,0.209,0.412
"P09","Adriana Nazario por Hacemos Unidos por Córdoba",0.29,0.191,0.085,0.209
"P09","Guillermo De Rivas por Hacemos Unidos por Córdoba",0.145,0.097,0.075,0
"P09","Gonzalo Parodi por la UCR",0.109,0.095,0.165,0.209
"P09","Mauricio Dova por Hacemos Unidos por Córdoba",0.067,0.075,0.044,0.018
"P09","Gabriel Abrile por la Libertad Avanza",0.204,0.281,0.401,0.02
"P09","Ivon Tesio por partido Vecinal",0.029,0.012,0.012,0
"P09","Pablo Carrizo por partido conciencia desarrollista",0.023,0.066,0.021,0
"P09","En blanco",0.046,0.064,0.039,0.152
"P09","No sabe",0.087,0.119,0.158,0.392
"P13","La votaría",0.434,0.284,0.136,0.209
"P13","Puede que la vote",0.228,0.233,0.107,0
"P13","Nunca la votaría",0.2,0.281,0.541,0.037
"P13","No sabe",0.138,0.202,0.216,0.754
"P14","La votaría",0.274,0.158,0.093,0.018
"P14","Puede que la vote",0.294,0.213,0.125,0.02
"P14","Nunca la votaría",0.249,0.386,0.575,0.108
"P14","No sabe",0.183,0.243,0.207,0.854
"P15","La votaría",0.215,0.108,0.178,0.209
"P15","Puede que la vote",0.158,0.253,0.153,0
"P15","Nunca la votaría",0.416,0.339,0.471,0.146
"P15","No sabe",0.211,0.3,0.198,0.645
"P16","La votaría",0.128,0.008,0.061,0
"P16","Puede que la vote",0.175,0.16,0.072,0
"P16","Nunca la votaría",0.467,0.511,0.617,0.146
"P16","No sabe",0.23,0.321,0.25,0.854
"P17","La votaría",0.264,0.208,0.295,0.018
"P17","Puede que la vote",0.161,0.171,0.15,0.02
"P17","Nunca la votaría",0.415,0.368,0.374,0.108
"P17","No sabe",0.16,0.253,0.181,0.854
"P19","Positiva",0.469,0.43,0.498,0.018
"P19","Neutra",0.245,0.369,0.2,0.13
"P19","Negativa",0.278,0.198,0.269,0.207
"P19","No sabe",0.008,0.003,0.033,0.645
"P20","Positiva",0.349,0.331,0.425,0.019
"P20","Neutra",0.362,0.471,0.268,0.136
"P20","Negativa",0.222,0.144,0.254,0
"P20","No sabe",0.067,0.054,0.053,0.845
"P21","Positiva",0.72,0.548,0.392,0.57
"P21","Neutra",0.171,0.339,0.239,0
"P21","Negativa",0.098,0.107,0.344,0.022
"P21","No sabe",0.011,0.006,0.025,0.408
"P22","Positiva",0.407,0.486,0.741,0.475
"P22","Neutra",0.228,0.226,0.063,0
"P22","Negativa",0.356,0.278,0.167,0.072
"P22","No sabe",0.009,0.01,0.029,0.453
"P23","Positiva",0.316,0.163,0.127,0.244
"P23","Neutra",0.24,0.195,0.027,0.236
"P23","Negativa",0.437,0.635,0.829,0.295
"P23","No sabe",0.007,0.007,0.017,0.225
"P24","Positiva",0.267,0.385,0.5,0.158
"P24","Neutra",0.255,0.262,0.273,0.206
"P24","Negativa",0.473,0.349,0.213,0.279
"P24","No sabe",0.005,0.004,0.014,0.357
"P25","Positiva",0.295,0.161,0.089,0.364
"P25","Neutra",0.265,0.249,0.09,0.227
"P25","Negativa",0.431,0.581,0.804,0.173
"P25","No sabe",0.009,0.009,0.017,0.236
