"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Unión por la Patria",0.271,0.254,0.286,0.198,0.311,0.305,0.261,0.26,0.237,0.355,0.508,0.093,0.085,0.278,0.257
"Juntos por el Cambio",0.32,0.275,0.361,0.206,0.284,0.392,0.512,0.342,0.298,0.326,0.178,0.551,0.314,0.302,0.355
"De los liberales libertarios",0.247,0.292,0.206,0.402,0.237,0.162,0.108,0.187,0.313,0.215,0.147,0.265,0.326,0.27,0.2
"De la Izquierda",0.065,0.067,0.064,0.069,0.087,0.049,0.03,0.076,0.06,0.06,0.065,0.036,0.131,0.057,0.083
"Hacemos por nuestro país",0.011,0.012,0.01,0.011,0.008,0.012,0.018,0.013,0.01,0.01,0.008,0.005,0.034,0.009,0.016
"Otro",0.046,0.059,0.034,0.031,0.046,0.061,0.051,0.078,0.033,0.02,0.039,0.034,0.063,0.05,0.038
"En blanco",0.04,0.041,0.039,0.083,0.027,0.019,0.02,0.044,0.049,0.014,0.055,0.016,0.047,0.034,0.051
