"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.501,0.491,0.51,0.442,0.495,0.528,0.544,0.454,0.508,0.542,0.552,0.543,0.542,0.453,0.579,0.5,0.459,0.427,0.492,0.477
"Entre 4 y 6 días a la semana",0.169,0.177,0.162,0.231,0.151,0.17,0.139,0.172,0.158,0.181,0.149,0.142,0.145,0.203,0.124,0.188,0.189,0.194,0.172,0.176
"Entre 1 y 3 días a la semana",0.138,0.137,0.138,0.144,0.15,0.126,0.119,0.15,0.141,0.121,0.103,0.12,0.146,0.17,0.145,0.123,0.148,0.104,0.166,0.158
"Raramente",0.129,0.13,0.129,0.127,0.139,0.117,0.128,0.158,0.131,0.096,0.14,0.124,0.132,0.112,0.148,0.109,0.123,0.228,0.101,0.117
"Nunca",0.063,0.065,0.061,0.056,0.065,0.059,0.07,0.066,0.062,0.06,0.056,0.071,0.035,0.062,0.004,0.08,0.081,0.047,0.069,0.072
