"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.197,0.189,0.205,0.183,0.199,0.192,0.222,0.216,0.163,0.227,0.201,0.2,0.174,0.179,0.162,0.145,0.219,0.214,0.246,0.2
"Entre 4 y 6 días a la semana",0.265,0.277,0.254,0.259,0.244,0.263,0.326,0.223,0.275,0.3,0.293,0.282,0.268,0.222,0.237,0.294,0.263,0.311,0.226,0.235
"Entre 1 y 3 días a la semana",0.32,0.321,0.319,0.327,0.313,0.356,0.277,0.275,0.354,0.322,0.317,0.295,0.339,0.357,0.352,0.345,0.315,0.261,0.318,0.336
"Raramente",0.164,0.161,0.167,0.16,0.19,0.149,0.131,0.198,0.169,0.116,0.145,0.158,0.175,0.197,0.215,0.169,0.133,0.164,0.159,0.174
"Nunca",0.054,0.052,0.055,0.071,0.054,0.04,0.044,0.088,0.039,0.035,0.044,0.065,0.044,0.045,0.034,0.047,0.07,0.05,0.051,0.055
