"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.036,0.032,0.04,0.056,0.028,0.03,0.045,0.047,0.03,0.035,0.033,0.044,0.017,0.034,0.024,0.028,0.048,0.058,0.047,0.014
"Entre 4 y 6 días a la semana",0.052,0.066,0.04,0.048,0.046,0.055,0.062,0.066,0.047,0.044,0.047,0.068,0.048,0.039,0.034,0.062,0.044,0.083,0.043,0.036
"Entre 1 y 3 días a la semana",0.109,0.127,0.093,0.137,0.113,0.094,0.096,0.084,0.088,0.162,0.173,0.123,0.13,0.065,0.133,0.09,0.101,0.117,0.085,0.061
"Raramente",0.314,0.325,0.304,0.29,0.331,0.321,0.29,0.241,0.301,0.404,0.306,0.301,0.333,0.339,0.318,0.292,0.29,0.279,0.359,0.325
"Nunca",0.489,0.45,0.523,0.469,0.482,0.5,0.507,0.562,0.534,0.355,0.441,0.464,0.472,0.523,0.491,0.528,0.517,0.463,0.466,0.564
