"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.624,0.587,0.657,0.668,0.586,0.621,0.667,0.624,0.608,0.645,0.617,0.666,0.628,0.607,0.586,0.576,0.629,0.648,0.569,0.647
"No",0.376,0.413,0.343,0.332,0.414,0.379,0.333,0.376,0.392,0.355,0.383,0.334,0.372,0.393,0.414,0.424,0.371,0.352,0.431,0.353
