"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.065,0.074,0.057,0.046,0.064,0.057,0.102,0.085,0.047,0.07,0.089,0.069,0.06,0.06,0.055,0.037,0.074,0.037,0.055,0.107
"Entre 4 y 6 días a la semana",0.091,0.122,0.064,0.098,0.088,0.092,0.089,0.116,0.086,0.072,0.095,0.097,0.093,0.073,0.01,0.054,0.088,0.127,0.13,0.078
"Entre 1 y 3 días a la semana",0.206,0.237,0.177,0.231,0.222,0.188,0.161,0.196,0.18,0.25,0.218,0.234,0.156,0.182,0.176,0.253,0.233,0.231,0.142,0.198
"Raramente",0.322,0.328,0.317,0.297,0.324,0.339,0.325,0.298,0.34,0.323,0.306,0.317,0.37,0.346,0.347,0.304,0.304,0.298,0.301,0.33
"Nunca",0.316,0.239,0.385,0.328,0.302,0.324,0.323,0.305,0.347,0.285,0.292,0.283,0.321,0.339,0.412,0.352,0.301,0.307,0.372,0.287
