"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.052,0.065,0.041,0.108,0.044,0.027,0.031,0.081,0.037,0.042,0.041,0.07,0.017,0.065,0.082,0.022,0.074,0.048,0.06,0.027
"Entre 4 y 6 días a la semana",0.085,0.086,0.084,0.112,0.091,0.059,0.07,0.067,0.101,0.081,0.064,0.105,0.054,0.052,0.08,0.078,0.071,0.17,0.109,0.091
"Entre 1 y 3 días a la semana",0.192,0.214,0.172,0.2,0.218,0.164,0.159,0.183,0.181,0.218,0.185,0.201,0.171,0.162,0.148,0.191,0.221,0.215,0.218,0.168
"Raramente",0.425,0.429,0.422,0.417,0.423,0.456,0.398,0.376,0.443,0.455,0.477,0.415,0.45,0.434,0.404,0.444,0.384,0.332,0.429,0.484
"Nunca",0.246,0.206,0.281,0.163,0.224,0.294,0.342,0.293,0.238,0.204,0.233,0.209,0.308,0.287,0.286,0.265,0.25,0.235,0.184,0.23
