"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Tolosa Paz por el Frente de todos",0.303,0.271,0.336,0.389,0.301,0.325,0.184,0.4,0.248,0.261,0.658,0.024,0.079
"A Santilli y Manes por Juntos",0.493,0.501,0.485,0.401,0.44,0.544,0.636,0.425,0.531,0.524,0.212,0.876,0.507
"A Del Caño por el Frente de Izquierda",0.047,0.055,0.039,0.04,0.061,0.026,0.055,0.042,0.056,0.042,0.051,0.011,0
"A Espert por Avanza libertad",0.052,0.096,0.008,0.059,0.072,0.04,0.017,0.033,0.047,0.08,0.014,0.061,0.079
"A Randazo por “Vamos con vos""",0.014,0.014,0.013,0,0.011,0.034,0.009,0.012,0.017,0.01,0.009,0.01,0.051
"A Hotton por “+Valores”",0.02,0.007,0.034,0.023,0.043,0,0,0.024,0.011,0.03,0.018,0,0
"Votaría en blanco o anularía",0.071,0.056,0.085,0.088,0.072,0.031,0.099,0.064,0.09,0.053,0.038,0.018,0.284
