"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"A Tolosa Paz por el Frente de todos",0.302,0.258,0.348,0.405,0.316,0.312,0.127,0.424,0.236,0.258,0.669,0.025,0.097
"A Santilli y Manes por Juntos",0.536,0.549,0.521,0.418,0.478,0.566,0.756,0.493,0.572,0.535,0.237,0.892,0.625
"A Del Caño por el Frente de Izquierda",0.035,0.046,0.025,0.041,0.05,0.022,0.02,0,0.062,0.039,0.021,0.011,0
"A Espert por Avanza libertad",0.047,0.083,0.009,0.021,0.082,0.043,0.021,0.041,0.028,0.078,0.017,0.042,0
"A Randazo por “Vamos con vos""",0.011,0.016,0.006,0,0,0.036,0.01,0.016,0.007,0.01,0,0.011,0.063
"A Hotton por “+Valores”",0.014,0.008,0.021,0.024,0.025,0,0,0,0.012,0.032,0.021,0,0
"Votaría en blanco o anularía",0.055,0.04,0.07,0.091,0.049,0.021,0.066,0.026,0.083,0.048,0.035,0.019,0.215
