"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P17","Muy mala",0.116,0.095,0.18,0.349,0.075
"P17","No lo conozco",0.071,0.059,0.109,0.066,0.167
"P17","No sabe",0.009,0.028,0.017,0.02,0.031
"P18","Muy buena",0.24,0.29,0.202,0.187,0.188
"P18","Buena",0.178,0.236,0.126,0.12,0.13
"P18","Ni buena ni mala",0.258,0.216,0.229,0.157,0.26
"P18","Mala",0.114,0.111,0.132,0.077,0.136
"P18","Muy mala",0.116,0.102,0.228,0.402,0.101
"P18","No lo conozco",0.05,0.032,0.043,0.057,0.107
"P18","No sabe",0.044,0.013,0.04,0,0.078
"P19","Muy buena",0.332,0.07,0.092,0.2,0.06
"P19","Buena",0.173,0.087,0.087,0.184,0.107
"P19","Ni buena ni mala",0.21,0.354,0.275,0.215,0.336
"P19","Mala",0.135,0.216,0.203,0.077,0.175
"P19","Muy mala",0.078,0.229,0.251,0.277,0.13
"P19","No lo conozco",0.058,0.013,0.058,0.047,0.154
"P19","No sabe",0.014,0.031,0.034,0,0.038
"P20","Muy buena",0.108,0.132,0.073,0.093,0.014
"P20","Buena",0.066,0.242,0.084,0.029,0.071
"P20","Ni buena ni mala",0.307,0.304,0.362,0.279,0.345
"P20","Mala",0.182,0.123,0.18,0.08,0.135
"P20","Muy mala",0.15,0.077,0.13,0.384,0.093
"P20","No lo conozco",0.154,0.071,0.134,0.135,0.271
"P20","No sabe",0.033,0.051,0.037,0,0.071
"P21","Muy buena",0.081,0.105,0.208,0.005,0.017
"P21","Buena",0.057,0.12,0.237,0.064,0.053
"P21","Ni buena ni mala",0.209,0.366,0.258,0.227,0.256
"P21","Mala",0.179,0.199,0.088,0.148,0.198
"P21","Muy mala",0.342,0.13,0.08,0.391,0.125
"P21","No lo conozco",0.117,0.059,0.091,0.146,0.278
"P21","No sabe",0.015,0.021,0.038,0.019,0.073
"P22","Muy buena",0.071,0.037,0.027,0.225,0.013
"P22","Buena",0.097,0.087,0.067,0.105,0.03
"P22","Ni buena ni mala",0.323,0.34,0.258,0.246,0.326
"P22","Mala",0.163,0.216,0.228,0.124,0.174
"P22","Muy mala",0.157,0.176,0.219,0.199,0.086
"P22","No lo conozco",0.155,0.116,0.166,0.082,0.311
"P22","No sabe",0.034,0.028,0.035,0.019,0.06
"P23","Muy buena",0.179,0.179,0.046,0.058,0.154
"P23","Buena",0.186,0.124,0.044,0.04,0.153
"P23","Ni buena ni mala",0.261,0.29,0.265,0.203,0.27
"P23","Mala",0.144,0.168,0.245,0.242,0.104
"P23","Muy mala",0.14,0.157,0.224,0.309,0.103
"P23","No lo conozco",0.06,0.065,0.142,0.129,0.155
"P23","No sabe",0.03,0.017,0.034,0.019,0.061
"P24","Muy buena",0.1,0.156,0.087,0.049,0.075
"P24","Buena",0.133,0.111,0.087,0.076,0.078
"P24","Ni buena ni mala",0.285,0.362,0.236,0.183,0.257
"P24","Mala",0.099,0.091,0.178,0.161,0.136
"P24","Muy mala",0.122,0.108,0.149,0.305,0.085
"P24","No lo conozco",0.226,0.155,0.237,0.133,0.304
"P24","No sabe",0.035,0.017,0.026,0.093,0.065
"P25","Muy buena",0.131,0.073,0.017,0.091,0.012
"P25","Buena",0.154,0.072,0.04,0.06,0.047
"P25","Ni buena ni mala",0.284,0.365,0.266,0.204,0.294
"P25","Mala",0.118,0.126,0.136,0.13,0.162
"P25","Muy mala",0.075,0.121,0.164,0.302,0.078
"P25","No lo conozco",0.21,0.19,0.349,0.187,0.341
"P25","No sabe",0.028,0.053,0.028,0.026,0.066
"P26","Muy buena",0.053,0.052,0.036,0.022,0.005
"P26","Buena",0.085,0.133,0.063,0,0.038
"P26","Ni buena ni mala",0.323,0.385,0.275,0.279,0.278
"P26","Mala",0.098,0.138,0.191,0.108,0.129
"P26","Muy mala",0.179,0.083,0.127,0.369,0.08
"P26","No lo conozco",0.232,0.175,0.266,0.196,0.377
"P26","No sabe",0.03,0.034,0.042,0.026,0.093
"P27","Muy buena",0.052,0.05,0.035,0.072,0.008
"P27","Buena",0.058,0.032,0.052,0,0.031
"P27","Ni buena ni mala",0.262,0.339,0.224,0.171,0.28
"P27","Mala",0.133,0.143,0.111,0.159,0.098
"P27","Muy mala",0.058,0.082,0.152,0.342,0.076
"P27","No lo conozco",0.413,0.321,0.349,0.219,0.418
"P27","No sabe",0.024,0.033,0.077,0.037,0.089
"P28","Muy buena",0.096,0.021,0.027,0.189,0.001
"P28","Buena",0.123,0.062,0.056,0.099,0.059
"P28","Ni buena ni mala",0.3,0.284,0.149,0.112,0.302
"P28","Mala",0.108,0.211,0.168,0.158,0.123
"P28","Muy mala",0.106,0.154,0.296,0.24,0.094
"P28","No lo conozco",0.239,0.238,0.273,0.109,0.332
"P28","No sabe",0.028,0.03,0.031,0.093,0.089
