"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Horacio Rodriguez Larreta",0.2,0.186,0.211,0.229,0.188,0.199,0.196,0.202,0.189,0.213,0.195,0.209,0.183,0.204,0.211
"A Patricia Bullrich",0.663,0.662,0.664,0.605,0.652,0.686,0.701,0.665,0.673,0.647,0.702,0.585,0.548,0.706,0.601
"A Facundo Manes",0.08,0.078,0.083,0.053,0.13,0.054,0.049,0.063,0.086,0.089,0.059,0.124,0.165,0.049,0.127
"A Gerardo Morales",0.057,0.074,0.042,0.113,0.03,0.061,0.054,0.07,0.052,0.051,0.044,0.082,0.104,0.041,0.061
