"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.306,0.276,0.335,0.328,0.291,0.319,0.296,0.274,0.323,0.321,0.321,0.276,0.544,0.104,0.227
"Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.238,0.215,0.259,0.132,0.215,0.263,0.378,0.254,0.221,0.244,0.224,0.265,0.13,0.415,0.232
"Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.309,0.374,0.247,0.433,0.341,0.252,0.171,0.325,0.313,0.281,0.3,0.328,0.195,0.363,0.336
"A los candidatos a presidente y a gobernador del Frente de Izquierda",0.029,0.027,0.031,0.037,0.037,0.019,0.017,0.031,0.026,0.033,0.032,0.023,0.024,0.008,0.041
"En blanco",0.043,0.044,0.042,0.035,0.04,0.057,0.04,0.047,0.041,0.04,0.046,0.038,0.038,0.033,0.056
"No sabe",0.075,0.064,0.086,0.035,0.076,0.09,0.098,0.069,0.076,0.081,0.077,0.07,0.069,0.077,0.108
