"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Sergio Massa",0.182,0.196,0.17,0.215,0.159,0.183,0.195,0.217,0.149,0.184,0.178,0.189,0.174,0.249,0.218
"A Daniel Scioli",0.062,0.08,0.047,0.067,0.04,0.067,0.099,0.052,0.06,0.079,0.049,0.09,0.055,0.121,0.145
"A algún candidato del peronismo",0.083,0.084,0.082,0.093,0.093,0.073,0.067,0.082,0.092,0.072,0.068,0.113,0.067,0.239,0.102
"A Cristina Fernández de Kirchner",0.673,0.64,0.701,0.625,0.708,0.677,0.639,0.649,0.699,0.665,0.705,0.608,0.704,0.391,0.535
