"var","categoria","Del Frente de Todos y el peronismo","De Juntos por el cambio","De los Liberales libertarios","De la Izquierda","No sabe"
"P12","Patricia Bullrich a presidenta y Joaquín De La Torre a gobernador por Juntos por el Cambio",0.048,0.465,0.078,0.047,0.1
"P12","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.039,0.256,0.118,0.058,0.109
"P12","Facundo Manes a presidente y Maximiliano Abad a gobernador por Juntos por el Cambio",0.019,0.057,0.02,0.049,0.059
"P12","Gerardo Morales a presidente y su candidato a gobernador por Juntos por el Cambio",0.006,0.034,0.01,0.028,0.036
"P12","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.067,0.076,0.703,0.106,0.1
"P12","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.02,0.006,0.014,0.455,0.054
"P12","En blanco",0.04,0.008,0.004,0.069,0.126
"P12","No sabe",0.115,0.034,0.013,0.107,0.332
"P16","Daniel Scioli a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.512,0.075,0.207,0.049,0.094
"P16","Patricia Bullrich a presidenta y Joaquín De La Torre a gobernador por Juntos por el Cambio",0.18,0.399,0.059,0.065,0.079
"P16","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.049,0.275,0.073,0.059,0.111
"P16","Facundo Manes a presidente y Maximiliano Abad a gobernador por Juntos por el Cambio",0.049,0.132,0.081,0.041,0.084
"P16","Gerardo Morales a presidente y su candidato a gobernador por Juntos por el Cambio",0.011,0.039,0.02,0.058,0.065
"P16","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.023,0.045,0.527,0.095,0.118
"P16","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.033,0.003,0.015,0.476,0.041
"P16","En blanco",0.035,0.009,0.005,0.043,0.113
"P16","No sabe",0.108,0.023,0.013,0.114,0.295
"P17","Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.791,0.043,0.03,0.084,0.167
"P17","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.03,0.596,0.093,0.084,0.109
"P17","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.024,0.234,0.03,0.038,0.122
"P17","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.028,0.07,0.822,0.101,0.114
"P17","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.029,0.004,0.008,0.504,0.034
"P17","En blanco",0.024,0.014,0.006,0.024,0.147
"P17","No sabe",0.074,0.039,0.011,0.165,0.307
"P18","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.043,0.084,0.711,0.119,0.135
"P18","Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.732,0.076,0.034,0.087,0.142
"P18","Patricia Bullrich a presidenta y José Luis Espert a gobernador por Juntos por el Cambio",0.041,0.512,0.168,0.097,0.104
"P18","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.043,0.256,0.044,0.047,0.141
"P18","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.017,0.009,0.006,0.391,0.024
"P18","En blanco",0.031,0.017,0.023,0.073,0.153
"P18","No sabe",0.093,0.046,0.014,0.186,0.301
"P19","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.713,0.058,0.055,0.049,0.153
"P19","Patricia Bullrich a presidenta y José Luis Espert a gobernador por Juntos por el Cambio",0.075,0.526,0.159,0.089,0.111
"P19","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.036,0.28,0.02,0.047,0.102
"P19","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.031,0.07,0.735,0.106,0.136
"P19","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.023,0.009,0.008,0.467,0.032
"P19","En blanco",0.03,0.01,0.01,0.082,0.14
"P19","No sabe",0.092,0.047,0.013,0.16,0.326
"P20","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.787,0.068,0.027,0.127,0.127
"P20","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.05,0.754,0.1,0.061,0.164
"P20","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.035,0.074,0.836,0.118,0.141
"P20","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.027,0.006,0.012,0.527,0.065
"P20","En blanco",0.027,0.019,0.011,0.045,0.122
"P20","No sabe",0.074,0.079,0.014,0.122,0.381
"P23","Daniel Scioli a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.638,0.111,0.085,0.127,0.116
"P23","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.097,0.668,0.157,0.094,0.154
"P23","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.11,0.13,0.723,0.082,0.126
"P23","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.035,0.003,0.013,0.558,0.057
"P23","En blanco",0.03,0.019,0.009,0.047,0.16
"P23","No sabe",0.09,0.069,0.013,0.092,0.387
"P24","Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.751,0.086,0.033,0.121,0.143
"P24","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.056,0.559,0.081,0.089,0.173
"P24","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.048,0.165,0.849,0.081,0.133
"P24","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.029,0.005,0.01,0.571,0.053
"P24","En blanco",0.035,0.061,0.01,0.054,0.157
"P24","No sabe",0.081,0.124,0.017,0.084,0.341
"P27","Daniel Scioli a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.652,0.089,0.105,0.095,0.113
"P27","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.105,0.556,0.101,0.082,0.155
"P27","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.097,0.178,0.746,0.087,0.146
"P27","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.03,0.004,0.014,0.525,0.048
"P27","En blanco",0.034,0.068,0.014,0.116,0.222
"P27","No sabe",0.082,0.105,0.02,0.095,0.316
"P28","Agustín Rossi a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.704,0.06,0.033,0.07,0.107
"P28","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.051,0.774,0.151,0.142,0.159
"P28","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.069,0.053,0.78,0.074,0.156
"P28","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.031,0.003,0.01,0.574,0.026
"P28","En blanco",0.045,0.035,0.011,0.052,0.2
"P28","No sabe",0.1,0.075,0.015,0.088,0.352
"P29","Agustín Rossi a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.624,0.054,0.168,0.06,0.096
"P29","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.172,0.529,0.046,0.089,0.167
"P29","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.036,0.259,0.746,0.135,0.163
"P29","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.029,0.006,0.01,0.577,0.017
"P29","En blanco",0.033,0.054,0.014,0.061,0.191
"P29","No sabe",0.106,0.098,0.016,0.078,0.366
"P30","Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.754,0.082,0.046,0.08,0.12
"P30","Patricia Bullrich a presidenta y Diego Santilli a gobernador por Juntos por el Cambio",0.058,0.745,0.158,0.072,0.164
"P30","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.06,0.085,0.777,0.119,0.162
"P30","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.019,0.002,0.005,0.673,0.06
"P30","En blanco",0.031,0.033,0.006,0.04,0.179
"P30","No sabe",0.078,0.053,0.008,0.016,0.315
"P33","Axel Kicillof a presidente y Sergio Massa a gobernador por el Frente de Todos",0.737,0.097,0.102,0.098,0.151
"P33","Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.079,0.558,0.107,0.108,0.183
"P33","Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.076,0.199,0.762,0.089,0.161
"P33","A los candidatos a presidente y a gobernador del Frente de Izquierda",0.018,0.002,0.003,0.609,0.027
"P33","En blanco",0.023,0.061,0.013,0.056,0.162
"P33","No sabe",0.067,0.083,0.013,0.04,0.316
"P34","Sergio Massa por el Frente de Todos",0.826,0.046,0.05,0.18,0.187
"P34","Patricia Bullrich por Juntos por el Cambio",0.054,0.893,0.555,0.183,0.258
"P34","En blanco",0.048,0.027,0.249,0.43,0.209
"P34","No sabe",0.072,0.034,0.146,0.207,0.346
"P35","Sergio Massa por el Frente de Todos",0.838,0.058,0.03,0.253,0.19
"P35","Javier Milei por la Libertad Avanza",0.052,0.551,0.854,0.179,0.273
"P35","En blanco",0.048,0.191,0.07,0.383,0.228
"P35","No sabe",0.062,0.2,0.046,0.185,0.309
"P36","Horacio Rodriguez Larreta por Juntos por el Cambio",0.212,0.59,0.049,0.14,0.261
"P36","Javier Milei por la Libertad Avanza",0.047,0.233,0.907,0.155,0.217
"P36","En blanco",0.517,0.089,0.022,0.498,0.191
"P36","No sabe",0.224,0.088,0.022,0.207,0.331
"P37","Javier Milei por la Libertad Avanza",0.07,0.164,0.61,0.138,0.261
"P37","Patricia Bullrich por Juntos por el Cambio",0.071,0.744,0.358,0.122,0.244
"P37","En blanco",0.648,0.044,0.02,0.578,0.248
"P37","No sabe",0.211,0.048,0.012,0.162,0.247
"P38","Sergio Massa por el Frente de Todos",0.76,0.066,0.115,0.192,0.197
"P38","Horacio Rodriguez Larreta por Juntos por el Cambio",0.043,0.757,0.309,0.136,0.273
"P38","En blanco",0.126,0.091,0.413,0.497,0.287
"P38","No sabe",0.071,0.086,0.163,0.175,0.243
"P39","Agustín Rossi por el Frente de Todos",0.792,0.048,0.048,0.247,0.126
"P39","Patricia Bullrich por Juntos por el Cambio",0.049,0.851,0.564,0.139,0.31
"P39","En blanco",0.091,0.05,0.26,0.416,0.262
"P39","No sabe",0.068,0.051,0.128,0.198,0.302
"P40","Daniel Scioli por el Frente de Todos",0.831,0.052,0.031,0.279,0.191
"P40","Patricia Bullrich por Juntos por el Cambio",0.056,0.897,0.637,0.181,0.321
"P40","En blanco",0.059,0.023,0.249,0.399,0.22
"P40","No sabe",0.054,0.028,0.083,0.141,0.268
"P41","Lo votaría",0.474,0.197,0.134,0.172,0.145
"P41","Puede que lo vote",0.354,0.076,0.062,0.19,0.144
"P41","Nunca lo votaría",0.109,0.697,0.741,0.524,0.531
"P41","No sabe",0.063,0.03,0.063,0.114,0.18
"P42","Lo votaría",0.087,0.704,0.267,0.122,0.168
"P42","Puede que lo vote",0.051,0.158,0.38,0.037,0.188
"P42","Nunca lo votaría",0.839,0.126,0.307,0.81,0.502
"P42","No sabe",0.023,0.012,0.046,0.031,0.142
"P43","Lo votaría",0.035,0.226,0.753,0.106,0.169
"P43","Puede que lo vote",0.047,0.372,0.154,0.1,0.189
"P43","Nunca lo votaría",0.899,0.36,0.081,0.769,0.476
"P43","No sabe",0.019,0.042,0.012,0.025,0.166
"P44","Lo votaría",0.028,0.443,0.156,0.058,0.148
"P44","Puede que lo vote",0.101,0.338,0.199,0.197,0.215
"P44","Nunca lo votaría",0.836,0.191,0.606,0.723,0.44
"P44","No sabe",0.035,0.028,0.039,0.022,0.197
"P45","Lo votaría",0.441,0.117,0.024,0.113,0.105
"P45","Puede que lo vote",0.257,0.124,0.067,0.197,0.171
"P45","Nunca lo votaría",0.269,0.741,0.873,0.573,0.554
"P45","No sabe",0.033,0.018,0.036,0.117,0.17
"P46","Lo votaría",0.507,0.034,0.02,0.087,0.04
"P46","Puede que lo vote",0.322,0.04,0.022,0.132,0.118
"P46","Nunca lo votaría",0.134,0.9,0.923,0.576,0.677
"P46","No sabe",0.037,0.026,0.035,0.205,0.165
"P47","Lo votaría",0.122,0.124,0.062,0.139,0.091
"P47","Puede que lo vote",0.251,0.289,0.165,0.197,0.255
"P47","Nunca lo votaría",0.53,0.523,0.717,0.566,0.463
"P47","No sabe",0.097,0.064,0.056,0.098,0.191
"P48","Lo votaría",0.746,0.05,0.022,0.213,0.097
"P48","Puede que lo vote",0.123,0.052,0.055,0.132,0.174
"P48","Nunca lo votaría",0.115,0.879,0.902,0.538,0.601
"P48","No sabe",0.016,0.019,0.021,0.117,0.128
"P49","Si",0.665,0.577,0.545,0.496,0.528
"P49","No",0.335,0.423,0.455,0.504,0.472
