"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Javier Milei a presidente y su candidato a gobernador por la Libertad Avanza",0.238,0.303,0.178,0.357,0.264,0.168,0.106,0.243,0.249,0.212,0.229,0.255,0.147,0.258,0.273
"Sergio Massa a presidente y Axel Kicillof a gobernador por el Frente de Todos",0.267,0.246,0.286,0.224,0.269,0.287,0.292,0.238,0.286,0.272,0.284,0.231,0.487,0.095,0.208
"Patricia Bullrich a presidenta y Joaquín De La Torre a gobernador por Juntos por el Cambio",0.174,0.181,0.168,0.124,0.131,0.218,0.285,0.179,0.16,0.193,0.17,0.184,0.097,0.329,0.136
"Horacio Rodríguez Larreta a presidente y Diego Santilli a gobernador por Juntos por el Cambio",0.117,0.103,0.129,0.11,0.107,0.127,0.134,0.133,0.106,0.113,0.116,0.117,0.065,0.191,0.158
"Facundo Manes a presidente y Maximiliano Abad a gobernador por Juntos por el Cambio",0.033,0.026,0.039,0.03,0.038,0.029,0.031,0.028,0.031,0.044,0.03,0.04,0.03,0.034,0.05
"Gerardo Morales a presidente y su candidato a gobernador por Juntos por el Cambio",0.025,0.027,0.023,0.022,0.025,0.023,0.032,0.032,0.02,0.023,0.023,0.028,0.014,0.029,0.042
"A los candidatos a presidente y a gobernador del Frente de Izquierda",0.051,0.044,0.059,0.058,0.06,0.04,0.039,0.051,0.058,0.04,0.055,0.044,0.048,0.016,0.085
"En blanco",0.021,0.014,0.027,0.017,0.025,0.024,0.012,0.016,0.023,0.024,0.02,0.024,0.025,0.006,0.011
"No sabe",0.074,0.056,0.091,0.058,0.081,0.084,0.069,0.08,0.067,0.079,0.073,0.077,0.087,0.042,0.037
