"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Pablo Guillermo Mirolo por el Partido Frente Renovador “Hay Alternativa”",0.209,0.288,0.205,0.347,0.172,0.186
"P05","Silvia Noemí Sayago por el Frente Cívico",0.54,0.544,0.444,0.112,0.043,0.386
"P05","Facundo José Perez Carletti por Juntos, dentro de la interna de juntos por el cambio",0.099,0.081,0.072,0.305,0.215,0.016
"P05","Marcelo Lugones por Cambia Santiago, dentro de la interna de juntos por el cambio",0.027,0,0.008,0.131,0.28,0.204
"P05","José María Robledo por Voces Libertarias, dentro de la interna de Unite por la libertad y la dignidad",0,0,0.019,0.031,0.164,0
"P05","Luciano Antonio Pavan por Cruzada Santiagueña dentro de la interna de Unite por la libertad y la dignidad",0.025,0,0,0,0.007,0
"P05","Marianella Lezama Hid por Libres del Sur",0.008,0,0.004,0,0,0
"P05","Guillermo Daniel Suarez Melean por el Frente Patriótico Laborista",0.005,0,0.011,0.009,0,0.037
"P05","Alguno de los candidatos de la izquierda",0.03,0.014,0.005,0,0.004,0
"P05","En blanco o anularía",0.057,0.073,0.232,0.065,0.115,0.171
"P07","Si",0.844,0.769,0.607,0.709,0.796,0.269
"P07","Puede ser",0.138,0.213,0.383,0.118,0.091,0.39
"P07","No",0.018,0.018,0.01,0.173,0.113,0.341
"P08","Si",0.883,0.897,0.854,0.729,0.882,0.743
"P08","No",0.117,0.103,0.146,0.271,0.118,0.257
"P10","Muy buena",0.846,0.414,0.184,0.014,0,0
"P10","Buena",0.111,0.392,0.107,0.092,0.073,0
"P10","Ni buena ni mala",0.025,0.18,0.529,0.191,0.022,0.398
"P10","Mala",0.008,0.007,0.135,0.37,0.012,0
"P10","Muy mala",0.008,0.007,0.032,0.323,0.889,0.225
"P10","No sabe",0.002,0,0.013,0.01,0.004,0.377
"P11","Muy buena",0.056,0,0.014,0.22,0.226,0.34
"P11","Buena",0.05,0.058,0.054,0.132,0.19,0
"P11","Ni buena ni mala",0.159,0.355,0.277,0.333,0.279,0.211
"P11","Mala",0.436,0.414,0.373,0.172,0.065,0
"P11","Muy mala",0.228,0.173,0.265,0.143,0.24,0.286
"P11","No sabe",0.071,0,0.017,0,0,0.163
"P12","Muy buena",0.082,0.058,0.049,0.195,0.369,0.273
"P12","Buena",0.109,0.024,0.16,0.129,0.118,0
"P12","Ni buena ni mala",0.463,0.694,0.531,0.397,0.197,0.26
"P12","Mala",0.132,0.166,0.105,0.127,0.013,0.237
"P12","Muy mala",0.152,0.034,0.088,0.124,0.146,0.074
"P12","No sabe",0.062,0.024,0.067,0.028,0.157,0.156
