"var","categoria","Si","No"
"P05","Pablo Guillermo Mirolo por el Partido Frente Renovador “Hay Alternativa”",0.221,0.295
"P05","Silvia Noemí Sayago por el Frente Cívico",0.464,0.221
"P05","Facundo José Perez Carletti por Juntos, dentro de la interna de juntos por el cambio",0.118,0.112
"P05","Marcelo Lugones por Cambia Santiago, dentro de la interna de juntos por el cambio",0.046,0.124
"P05","José María Robledo por Voces Libertarias, dentro de la interna de Unite por la libertad y la dignidad",0.022,0.027
"P05","Luciano Antonio Pavan por Cruzada Santiagueña dentro de la interna de Unite por la libertad y la dignidad",0.008,0.04
"P05","Marianella Lezama Hid por Libres del Sur",0.005,0
"P05","Guillermo Daniel Suarez Melean por el Frente Patriótico Laborista",0.003,0.021
"P05","Alguno de los candidatos de la izquierda",0.006,0.084
"P05","En blanco o anularía",0.107,0.076
"P07","Si",0.786,0.489
"P07","Puede ser",0.168,0.353
"P07","No",0.046,0.158
"P09","Muy buena",0.475,0.394
"P09","Buena",0.135,0.097
"P09","Ni buena ni mala",0.191,0.205
"P09","Mala",0.072,0.166
"P09","Muy mala",0.104,0.088
"P09","No sabe",0.023,0.05
"P10","Muy buena",0.501,0.333
"P10","Buena",0.149,0.077
"P10","Ni buena ni mala",0.146,0.296
"P10","Mala",0.05,0.158
"P10","Muy mala",0.139,0.122
"P10","No sabe",0.015,0.014
"P11","Muy buena",0.09,0.012
"P11","Buena",0.063,0.134
"P11","Ni buena ni mala",0.204,0.44
"P11","Mala",0.361,0.269
"P11","Muy mala",0.238,0.133
"P11","No sabe",0.044,0.012
"P12","Muy buena",0.121,0.091
"P12","Buena",0.094,0.19
"P12","Ni buena ni mala",0.47,0.452
"P12","Mala",0.122,0.124
"P12","Muy mala",0.133,0.016
"P12","No sabe",0.06,0.127
