"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Si",0.857,0.854,0.86,0.886,0.855,0.834,0.813,0.869,0.814,0.906,0.887,0.864,0.693
"No",0.143,0.146,0.14,0.114,0.145,0.166,0.187,0.131,0.186,0.094,0.113,0.136,0.307
