"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Gobierno nacional",0.29,0.274,0.305,0.38,0.218,0.256,0.384,0.277,0.289,0.308,0.436,0.117,0.417,0.494,0.127,0,0,0
"Gobierno provincial",0.544,0.524,0.563,0.503,0.606,0.552,0.429,0.455,0.574,0.6,0.372,0.747,0.542,0.395,0.718,0,0,0
"No sabe",0.166,0.202,0.132,0.117,0.176,0.192,0.187,0.268,0.137,0.092,0.192,0.136,0.041,0.111,0.155,0,0,0
