"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Oponerse totalmente",0.377,0.397,0.358,0.5,0.334,0.422,0.294,0.441,0.307,0.413,0.398,0.133,0.631,0.577,0.166,0,0,0
"Oponerse parcialmente",0.088,0.109,0.069,0.084,0.054,0.075,0.201,0.117,0.068,0.09,0.13,0.055,0.113,0.141,0.041,0,0,0
"Apoyar parcialmente",0.286,0.203,0.362,0.084,0.37,0.307,0.237,0.2,0.389,0.224,0.202,0.451,0.17,0.131,0.47,0,0,0
"Apoyar totalmente",0.213,0.262,0.168,0.247,0.218,0.174,0.225,0.227,0.17,0.258,0.242,0.339,0.071,0.094,0.321,0,0,0
"No sabe",0.036,0.029,0.043,0.085,0.024,0.022,0.043,0.015,0.066,0.015,0.028,0.022,0.015,0.057,0.002,0,0,0
