"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Peor",0.552,0.538,0.565,0.713,0.507,0.603,0.432,0.53,0.474,0.676,0.473,0.44,0.713,0.628,0.526,0,0,0
"Igual",0.22,0.215,0.224,0,0.203,0.343,0.291,0.105,0.284,0.235,0.193,0.285,0.2,0.156,0.28,0,0,0
"Mejor",0.092,0.107,0.078,0.168,0.052,0.017,0.232,0.164,0.084,0.039,0.099,0.201,0.008,0.063,0.079,0,0,0
"No sabe",0.136,0.14,0.133,0.119,0.238,0.037,0.045,0.201,0.158,0.05,0.235,0.074,0.079,0.153,0.115,0,0,0
