"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Arabela Carreras",0.315,0.379,0.256,0.26,0.33,0.3,0.362,0.334,0.31,0.304,0.385,0.262,0.313,0.271,0.283,0,0,0
"El actual gobierno de Alberto Weretilneck",0.551,0.509,0.59,0.473,0.597,0.593,0.452,0.55,0.523,0.591,0.465,0.576,0.592,0.552,0.588,0,0,0
"No sabe",0.134,0.112,0.154,0.267,0.073,0.107,0.186,0.116,0.167,0.105,0.15,0.162,0.095,0.177,0.129,0,0,0
