"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Si",0.723,0.758,0.688,0.649,0.743,0.748,0.727,0.694,0.669,0.835,0.684,0.802,0.668,0.692,0.758,0,0,0
"No",0.277,0.242,0.312,0.351,0.257,0.252,0.273,0.306,0.331,0.165,0.316,0.198,0.332,0.308,0.242,0,0,0
