"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Peor",0.554,0.589,0.521,0.634,0.614,0.5,0.403,0.587,0.487,0.613,0.492,0.352,0.836,0.735,0.41,0,0,0
"Igual",0.241,0.251,0.232,0.247,0.221,0.251,0.272,0.174,0.31,0.209,0.19,0.406,0.115,0.174,0.356,0,0,0
"Mejor",0.108,0.11,0.107,0,0.051,0.186,0.245,0.179,0.07,0.098,0.187,0.127,0.013,0.038,0.166,0,0,0
"No sabe",0.097,0.05,0.14,0.119,0.114,0.063,0.08,0.06,0.133,0.08,0.131,0.115,0.036,0.053,0.068,0,0,0
